sb.prepare.met.point-query.warm.range100.pk1
--- absolute
cpu/o		r/o	rKB/o	wKB/o	o/s	dbms
1.17		1	1	1	0.86	x.pg1411_def.x9a2_bee.pk1
1.20		1	1	1	0.84	x.pg156_def.x9a2_bee.pk1
1.20		1	1	1	0.83	x.pg162_def.x9a2_bee.pk1

sb.met.range-notcovered-pk.pre.range100.pk1.dop1
--- absolute
cpu/o		r/o	rKB/o	wKB/o	o/s	dbms
0.001720	0	0	0	7817	x.pg9023_def.x9a2_bee.pk1
0.001685	0	0	0	7885	x.pg9124_def.x9a2_bee.pk1
0.002363	0	0	0	5667	x.pg9224_def.x9a2_bee.pk1
0.002323	0	0	0	5659	x.pg9325_def.x9a2_bee.pk1
0.002297	0	0	0	5730	x.pg9426_def.x9a2_bee.pk1
0.002381	0	0	0.001	5550	x.pg9525_def.x9a2_bee.pk1
0.002412	0	0	0	5427	x.pg9624_def.x9a2_bee.pk1
0.002393	0	0	0	5511	x.pg1023_def.x9a2_bee.pk1
0.002173	0	0	0	6065	x.pg1122_def.x9a2_bee.pk1
0.002234	0	0	0	5971	x.pg1217_def.x9a2_bee.pk1
0.002160	0	0	0	6093	x.pg1313_def.x9a2_bee.pk1
0.002149	0	0	0	6118	x.pg1411_def.x9a2_bee.pk1
0.002144	0	0	0	6090	x.pg156_def.x9a2_bee.pk1
0.002223	0	0	0	5995	x.pg162_def.x9a2_bee.pk1
--- relative to first result
0.98		1	1	1	1.01	x.pg9124_def.x9a2_bee.pk1
1.37		1	1	1	0.72	x.pg9224_def.x9a2_bee.pk1
1.35		1	1	1	0.72	x.pg9325_def.x9a2_bee.pk1
1.34		1	1	1	0.73	x.pg9426_def.x9a2_bee.pk1
1.38		1	1	inf	0.71	x.pg9525_def.x9a2_bee.pk1
1.40		1	1	1	0.69	x.pg9624_def.x9a2_bee.pk1
1.39		1	1	1	0.71	x.pg1023_def.x9a2_bee.pk1
1.26		1	1	1	0.78	x.pg1122_def.x9a2_bee.pk1
1.30		1	1	1	0.76	x.pg1217_def.x9a2_bee.pk1
1.26		1	1	1	0.78	x.pg1313_def.x9a2_bee.pk1
1.25		1	1	1	0.78	x.pg1411_def.x9a2_bee.pk1
1.25		1	1	1	0.78	x.pg156_def.x9a2_bee.pk1
1.29		1	1	1	0.77	x.pg162_def.x9a2_bee.pk1

sb.met.range-covered-si.pre.range100.pk1.dop1
--- absolute
cpu/o		r/o	rKB/o	wKB/o	o/s	dbms
0.002847	0	0	0	4242	x.pg9023_def.x9a2_bee.pk1
0.002953	0	0	0	4107	x.pg9124_def.x9a2_bee.pk1
0.001850	0	0	0	6794	x.pg9224_def.x9a2_bee.pk1
0.001806	0	0	0.001	6789	x.pg9325_def.x9a2_bee.pk1
0.001803	0	0	0	6844	x.pg9426_def.x9a2_bee.pk1
0.001951	0	0	0.001	6409	x.pg9525_def.x9a2_bee.pk1
0.002020	0	0	0	6176	x.pg9624_def.x9a2_bee.pk1
0.001977	0	0	0	6272	x.pg1023_def.x9a2_bee.pk1
0.001802	0	0	0	6909	x.pg1122_def.x9a2_bee.pk1
0.001800	0	0	0	6914	x.pg1217_def.x9a2_bee.pk1
0.001720	0	0	0	7210	x.pg1313_def.x9a2_bee.pk1
0.001673	0	0	0	7421	x.pg1411_def.x9a2_bee.pk1
0.001739	0	0	0	7108	x.pg156_def.x9a2_bee.pk1
0.001759	0	0	0	7035	x.pg162_def.x9a2_bee.pk1
--- relative to first result
1.04		1	1	1	0.97	x.pg9124_def.x9a2_bee.pk1
0.65		1	1	1	1.60	x.pg9224_def.x9a2_bee.pk1
0.63		1	1	inf	1.60	x.pg9325_def.x9a2_bee.pk1
0.63		1	1	1	1.61	x.pg9426_def.x9a2_bee.pk1
0.69		1	1	inf	1.51	x.pg9525_def.x9a2_bee.pk1
0.71		1	1	1	1.46	x.pg9624_def.x9a2_bee.pk1
0.69		1	1	1	1.48	x.pg1023_def.x9a2_bee.pk1
0.63		1	1	1	1.63	x.pg1122_def.x9a2_bee.pk1
0.63		1	1	1	1.63	x.pg1217_def.x9a2_bee.pk1
0.60		1	1	1	1.70	x.pg1313_def.x9a2_bee.pk1
0.59		1	1	1	1.75	x.pg1411_def.x9a2_bee.pk1
0.61		1	1	1	1.68	x.pg156_def.x9a2_bee.pk1
0.62		1	1	1	1.66	x.pg162_def.x9a2_bee.pk1

sb.met.range-notcovered-si.pre.range100.pk1.dop1
--- absolute
cpu/o		r/o	rKB/o	wKB/o	o/s	dbms
0.003584	0	0	0	3565	x.pg9023_def.x9a2_bee.pk1
0.003651	0	0	0	3494	x.pg9124_def.x9a2_bee.pk1
0.003635	0	0	0.001	3563	x.pg9224_def.x9a2_bee.pk1
0.003534	0	0	0.002	3601	x.pg9325_def.x9a2_bee.pk1
0.003515	0	0	0.001	3621	x.pg9426_def.x9a2_bee.pk1
0.003681	0	0	0.002	3476	x.pg9525_def.x9a2_bee.pk1
0.003722	0	0	0	3425	x.pg9624_def.x9a2_bee.pk1
0.003680	0	0	0	3461	x.pg1023_def.x9a2_bee.pk1
0.003481	0	0	0.001	3667	x.pg1122_def.x9a2_bee.pk1
0.003523	0	0	0	3657	x.pg1217_def.x9a2_bee.pk1
0.003447	0	0	0	3717	x.pg1313_def.x9a2_bee.pk1
0.003364	0	0	0	3779	x.pg1411_def.x9a2_bee.pk1
0.003426	0	0	0	3725	x.pg156_def.x9a2_bee.pk1
0.003422	0	0	0	3714	x.pg162_def.x9a2_bee.pk1
--- relative to first result
1.02		1	1	1	0.98	x.pg9124_def.x9a2_bee.pk1
1.01		1	1	inf	1.00	x.pg9224_def.x9a2_bee.pk1
0.99		1	1	inf	1.01	x.pg9325_def.x9a2_bee.pk1
0.98		1	1	inf	1.02	x.pg9426_def.x9a2_bee.pk1
1.03		1	1	inf	0.98	x.pg9525_def.x9a2_bee.pk1
1.04		1	1	1	0.96	x.pg9624_def.x9a2_bee.pk1
1.03		1	1	1	0.97	x.pg1023_def.x9a2_bee.pk1
0.97		1	1	inf	1.03	x.pg1122_def.x9a2_bee.pk1
0.98		1	1	1	1.03	x.pg1217_def.x9a2_bee.pk1
0.96		1	1	1	1.04	x.pg1313_def.x9a2_bee.pk1
0.94		1	1	1	1.06	x.pg1411_def.x9a2_bee.pk1
0.96		1	1	1	1.04	x.pg156_def.x9a2_bee.pk1
0.95		1	1	1	1.04	x.pg162_def.x9a2_bee.pk1

sb.met.update-inlist.range100.pk1.dop1
--- absolute
cpu/o		r/o	rKB/o	wKB/o	o/s	dbms
0.015429	0	0	239.06	1044	x.pg9023_def.x9a2_bee.pk1
0.014640	0	0	235.015	1239	x.pg9124_def.x9a2_bee.pk1
0.014410	0	0	230.567	1336	x.pg9224_def.x9a2_bee.pk1
0.015244	0	0	241.909	1279	x.pg9325_def.x9a2_bee.pk1
0.015491	0	0	242.553	1273	x.pg9426_def.x9a2_bee.pk1
0.003164	0	0	9.413	4305	x.pg9525_def.x9a2_bee.pk1
0.003367	0	0	9.902	4263	x.pg9624_def.x9a2_bee.pk1
0.003370	0	0	10.718	4267	x.pg1023_def.x9a2_bee.pk1
0.003244	0	0	6.386	4368	x.pg1122_def.x9a2_bee.pk1
0.003309	0	0	6.416	4265	x.pg1217_def.x9a2_bee.pk1
0.003292	0	0	6.396	4307	x.pg1313_def.x9a2_bee.pk1
0.002813	0	0	9.018	4859	x.pg1411_def.x9a2_bee.pk1
0.002827	0	0	9.013	4824	x.pg156_def.x9a2_bee.pk1
0.002821	0	0	9.022	4843	x.pg162_def.x9a2_bee.pk1
--- relative to first result
0.95		1	1	0.98	1.19	x.pg9124_def.x9a2_bee.pk1
0.93		1	1	0.96	1.28	x.pg9224_def.x9a2_bee.pk1
0.99		1	1	1.01	1.23	x.pg9325_def.x9a2_bee.pk1
1.00		1	1	1.01	1.22	x.pg9426_def.x9a2_bee.pk1
0.21		1	1	0.04	4.12	x.pg9525_def.x9a2_bee.pk1
0.22		1	1	0.04	4.08	x.pg9624_def.x9a2_bee.pk1
0.22		1	1	0.04	4.09	x.pg1023_def.x9a2_bee.pk1
0.21		1	1	0.03	4.18	x.pg1122_def.x9a2_bee.pk1
0.21		1	1	0.03	4.09	x.pg1217_def.x9a2_bee.pk1
0.21		1	1	0.03	4.13	x.pg1313_def.x9a2_bee.pk1
0.18		1	1	0.04	4.65	x.pg1411_def.x9a2_bee.pk1
0.18		1	1	0.04	4.62	x.pg156_def.x9a2_bee.pk1
0.18		1	1	0.04	4.64	x.pg162_def.x9a2_bee.pk1

sb.met.update-index.range100.pk1.dop1
--- absolute
cpu/o		r/o	rKB/o	wKB/o	o/s	dbms
0.004277	0	0	60.155	3978	x.pg9023_def.x9a2_bee.pk1
0.004054	0	0	60.389	4817	x.pg9124_def.x9a2_bee.pk1
0.003925	0	0	59.5	5161	x.pg9224_def.x9a2_bee.pk1
0.004087	0	0	60.64	5090	x.pg9325_def.x9a2_bee.pk1
0.004147	0	0	60.512	5103	x.pg9426_def.x9a2_bee.pk1
0.001257	0	0	2.273	13218	x.pg9525_def.x9a2_bee.pk1
0.001418	0	0	2.302	13104	x.pg9624_def.x9a2_bee.pk1
0.001439	0	0	2.336	12888	x.pg1023_def.x9a2_bee.pk1
0.001411	0	0	2.131	13259	x.pg1122_def.x9a2_bee.pk1
0.001445	0	0	2.174	12901	x.pg1217_def.x9a2_bee.pk1
0.001441	0	0	2.146	13139	x.pg1313_def.x9a2_bee.pk1
0.001212	0	0	1.064	13320	x.pg1411_def.x9a2_bee.pk1
0.001221	0	0	1.073	13240	x.pg156_def.x9a2_bee.pk1
0.001195	0	0	1.062	13556	x.pg162_def.x9a2_bee.pk1
--- relative to first result
0.95		1	1	1.00	1.21	x.pg9124_def.x9a2_bee.pk1
0.92		1	1	0.99	1.30	x.pg9224_def.x9a2_bee.pk1
0.96		1	1	1.01	1.28	x.pg9325_def.x9a2_bee.pk1
0.97		1	1	1.01	1.28	x.pg9426_def.x9a2_bee.pk1
0.29		1	1	0.04	3.32	x.pg9525_def.x9a2_bee.pk1
0.33		1	1	0.04	3.29	x.pg9624_def.x9a2_bee.pk1
0.34		1	1	0.04	3.24	x.pg1023_def.x9a2_bee.pk1
0.33		1	1	0.04	3.33	x.pg1122_def.x9a2_bee.pk1
0.34		1	1	0.04	3.24	x.pg1217_def.x9a2_bee.pk1
0.34		1	1	0.04	3.30	x.pg1313_def.x9a2_bee.pk1
0.28		1	1	0.02	3.35	x.pg1411_def.x9a2_bee.pk1
0.29		1	1	0.02	3.33	x.pg156_def.x9a2_bee.pk1
0.28		1	1	0.02	3.41	x.pg162_def.x9a2_bee.pk1

sb.met.update-nonindex.range100.pk1.dop1
--- absolute
cpu/o		r/o	rKB/o	wKB/o	o/s	dbms
0.002055	0	0	20.047	7198	x.pg9023_def.x9a2_bee.pk1
0.001878	0	0	18.875	8430	x.pg9124_def.x9a2_bee.pk1
0.001838	0	0	18.792	8929	x.pg9224_def.x9a2_bee.pk1
0.001909	0	0	19.152	8806	x.pg9325_def.x9a2_bee.pk1
0.001945	0	0	19.154	8684	x.pg9426_def.x9a2_bee.pk1
0.001000	0	0	0.299	13452	x.pg9525_def.x9a2_bee.pk1
0.001093	0	0	0.301	13961	x.pg9624_def.x9a2_bee.pk1
0.001110	0	0	0.302	13934	x.pg1023_def.x9a2_bee.pk1
0.001102	0	0	0.981	14358	x.pg1122_def.x9a2_bee.pk1
0.001128	0	0	0.99	14086	x.pg1217_def.x9a2_bee.pk1
0.001083	0	0	0.969	14433	x.pg1313_def.x9a2_bee.pk1
0.000927	0	0	1.012	15366	x.pg1411_def.x9a2_bee.pk1
0.000939	0	0	1.025	15097	x.pg156_def.x9a2_bee.pk1
0.000916	0	0	1.01	15472	x.pg162_def.x9a2_bee.pk1
--- relative to first result
0.91		1	1	0.94	1.17	x.pg9124_def.x9a2_bee.pk1
0.89		1	1	0.94	1.24	x.pg9224_def.x9a2_bee.pk1
0.93		1	1	0.96	1.22	x.pg9325_def.x9a2_bee.pk1
0.95		1	1	0.96	1.21	x.pg9426_def.x9a2_bee.pk1
0.49		1	1	0.01	1.87	x.pg9525_def.x9a2_bee.pk1
0.53		1	1	0.02	1.94	x.pg9624_def.x9a2_bee.pk1
0.54		1	1	0.02	1.94	x.pg1023_def.x9a2_bee.pk1
0.54		1	1	0.05	1.99	x.pg1122_def.x9a2_bee.pk1
0.55		1	1	0.05	1.96	x.pg1217_def.x9a2_bee.pk1
0.53		1	1	0.05	2.01	x.pg1313_def.x9a2_bee.pk1
0.45		1	1	0.05	2.13	x.pg1411_def.x9a2_bee.pk1
0.46		1	1	0.05	2.10	x.pg156_def.x9a2_bee.pk1
0.45		1	1	0.05	2.15	x.pg162_def.x9a2_bee.pk1

sb.met.update-one.range100.pk1.dop1
--- absolute
cpu/o		r/o	rKB/o	wKB/o	o/s	dbms
0.000797	0	0	0.393	15346	x.pg9023_def.x9a2_bee.pk1
0.000704	0	0	0.389	18143	x.pg9124_def.x9a2_bee.pk1
0.000716	0	0	0.373	18448	x.pg9224_def.x9a2_bee.pk1
0.000723	0	0	0.46	17927	x.pg9325_def.x9a2_bee.pk1
0.000732	0	0	0.393	17724	x.pg9426_def.x9a2_bee.pk1
0.000884	0	0	0.755	14971	x.pg9525_def.x9a2_bee.pk1
0.001062	0	0	0.717	14788	x.pg9624_def.x9a2_bee.pk1
0.001075	0	0	0.717	14793	x.pg1023_def.x9a2_bee.pk1
0.000993	0	0	0.462	15995	x.pg1122_def.x9a2_bee.pk1
0.001025	0	0	0.454	15743	x.pg1217_def.x9a2_bee.pk1
0.000945	0	0	0.443	16977	x.pg1313_def.x9a2_bee.pk1
0.000822	0	0	0.466	16895	x.pg1411_def.x9a2_bee.pk1
0.000838	0	0	0.479	16443	x.pg156_def.x9a2_bee.pk1
0.000817	0	0	0.468	16986	x.pg162_def.x9a2_bee.pk1
--- relative to first result
0.88		1	1	0.99	1.18	x.pg9124_def.x9a2_bee.pk1
0.90		1	1	0.95	1.20	x.pg9224_def.x9a2_bee.pk1
0.91		1	1	1.17	1.17	x.pg9325_def.x9a2_bee.pk1
0.92		1	1	1.00	1.15	x.pg9426_def.x9a2_bee.pk1
1.11		1	1	1.92	0.98	x.pg9525_def.x9a2_bee.pk1
1.33		1	1	1.82	0.96	x.pg9624_def.x9a2_bee.pk1
1.35		1	1	1.82	0.96	x.pg1023_def.x9a2_bee.pk1
1.25		1	1	1.18	1.04	x.pg1122_def.x9a2_bee.pk1
1.29		1	1	1.16	1.03	x.pg1217_def.x9a2_bee.pk1
1.19		1	1	1.13	1.11	x.pg1313_def.x9a2_bee.pk1
1.03		1	1	1.19	1.10	x.pg1411_def.x9a2_bee.pk1
1.05		1	1	1.22	1.07	x.pg156_def.x9a2_bee.pk1
1.03		1	1	1.19	1.11	x.pg162_def.x9a2_bee.pk1

sb.met.update-zipf.range100.pk1.dop1
--- absolute
cpu/o		r/o	rKB/o	wKB/o	o/s	dbms
0.001717	0	0	13.667	7660	x.pg9023_def.x9a2_bee.pk1
0.001609	0	0	13.639	8981	x.pg9124_def.x9a2_bee.pk1
0.001550	0	0	13.59	9558	x.pg9224_def.x9a2_bee.pk1
0.001606	0	0	14.025	9428	x.pg9325_def.x9a2_bee.pk1
0.001630	0	0	13.952	9269	x.pg9426_def.x9a2_bee.pk1
0.000966	0	0	1.359	13925	x.pg9525_def.x9a2_bee.pk1
0.001113	0	0	1.346	13964	x.pg9624_def.x9a2_bee.pk1
0.001123	0	0	1.339	13868	x.pg1023_def.x9a2_bee.pk1
0.001102	0	0	1.032	14411	x.pg1122_def.x9a2_bee.pk1
0.001111	0	0	1.042	14131	x.pg1217_def.x9a2_bee.pk1
0.001090	0	0	1.041	14404	x.pg1313_def.x9a2_bee.pk1
0.000904	0	0	0.801	15294	x.pg1411_def.x9a2_bee.pk1
0.000911	0	0	0.806	15147	x.pg156_def.x9a2_bee.pk1
0.000911	0	0	0.799	15353	x.pg162_def.x9a2_bee.pk1
--- relative to first result
0.94		1	1	1.00	1.17	x.pg9124_def.x9a2_bee.pk1
0.90		1	1	0.99	1.25	x.pg9224_def.x9a2_bee.pk1
0.94		1	1	1.03	1.23	x.pg9325_def.x9a2_bee.pk1
0.95		1	1	1.02	1.21	x.pg9426_def.x9a2_bee.pk1
0.56		1	1	0.10	1.82	x.pg9525_def.x9a2_bee.pk1
0.65		1	1	0.10	1.82	x.pg9624_def.x9a2_bee.pk1
0.65		1	1	0.10	1.81	x.pg1023_def.x9a2_bee.pk1
0.64		1	1	0.08	1.88	x.pg1122_def.x9a2_bee.pk1
0.65		1	1	0.08	1.84	x.pg1217_def.x9a2_bee.pk1
0.63		1	1	0.08	1.88	x.pg1313_def.x9a2_bee.pk1
0.53		1	1	0.06	2.00	x.pg1411_def.x9a2_bee.pk1
0.53		1	1	0.06	1.98	x.pg156_def.x9a2_bee.pk1
0.53		1	1	0.06	2.00	x.pg162_def.x9a2_bee.pk1

sb.met.write-only.range10000.pk1.dop1
--- absolute
cpu/o		r/o	rKB/o	wKB/o	o/s	dbms
0.002243	0	0	25.371	7186	x.pg9023_def.x9a2_bee.pk1
0.002045	0	0	24.604	8690	x.pg9124_def.x9a2_bee.pk1
0.002022	0	0	25.263	9279	x.pg9224_def.x9a2_bee.pk1
0.002064	0	0	24.692	9188	x.pg9325_def.x9a2_bee.pk1
0.002137	0	0	25.49	9109	x.pg9426_def.x9a2_bee.pk1
0.000832	0	0	0.37	19570	x.pg9525_def.x9a2_bee.pk1
0.000859	0	0	0.404	19023	x.pg9624_def.x9a2_bee.pk1
0.000858	0	0	0.414	18937	x.pg1023_def.x9a2_bee.pk1
0.000853	0	0	0.866	19389	x.pg1122_def.x9a2_bee.pk1
0.000867	0	0	0.884	18942	x.pg1217_def.x9a2_bee.pk1
0.000865	0	0	0.855	19397	x.pg1313_def.x9a2_bee.pk1
0.000794	0	0	0.823	19659	x.pg1411_def.x9a2_bee.pk1
0.000793	0	0	0.826	19589	x.pg156_def.x9a2_bee.pk1
0.000848	0	0	0.824	19355	x.pg162_def.x9a2_bee.pk1
--- relative to first result
0.91		1	1	0.97	1.21	x.pg9124_def.x9a2_bee.pk1
0.90		1	1	1.00	1.29	x.pg9224_def.x9a2_bee.pk1
0.92		1	1	0.97	1.28	x.pg9325_def.x9a2_bee.pk1
0.95		1	1	1.00	1.27	x.pg9426_def.x9a2_bee.pk1
0.37		1	1	0.01	2.72	x.pg9525_def.x9a2_bee.pk1
0.38		1	1	0.02	2.65	x.pg9624_def.x9a2_bee.pk1
0.38		1	1	0.02	2.64	x.pg1023_def.x9a2_bee.pk1
0.38		1	1	0.03	2.70	x.pg1122_def.x9a2_bee.pk1
0.39		1	1	0.03	2.64	x.pg1217_def.x9a2_bee.pk1
0.39		1	1	0.03	2.70	x.pg1313_def.x9a2_bee.pk1
0.35		1	1	0.03	2.74	x.pg1411_def.x9a2_bee.pk1
0.35		1	1	0.03	2.73	x.pg156_def.x9a2_bee.pk1
0.38		1	1	0.03	2.69	x.pg162_def.x9a2_bee.pk1

sb.met.read-write.range10.pk1.dop1
--- absolute
cpu/o		r/o	rKB/o	wKB/o	o/s	dbms
0.001268	0	0	10.218	11258	x.pg9023_def.x9a2_bee.pk1
0.001215	0	0	10.886	13565	x.pg9124_def.x9a2_bee.pk1
0.001326	0	0	10.817	12378	x.pg9224_def.x9a2_bee.pk1
0.001353	0	0	10.999	11704	x.pg9325_def.x9a2_bee.pk1
0.001414	0	0	11.637	11900	x.pg9426_def.x9a2_bee.pk1
0.000851	0	0	0.939	16054	x.pg9525_def.x9a2_bee.pk1
0.000891	0	0	0.948	15315	x.pg9624_def.x9a2_bee.pk1
0.000925	0	0	0.962	15135	x.pg1023_def.x9a2_bee.pk1
0.000856	0	0	0.232	16029	x.pg1122_def.x9a2_bee.pk1
0.000862	0	0	0.234	15675	x.pg1217_def.x9a2_bee.pk1
0.000853	0	0	0.231	15789	x.pg1313_def.x9a2_bee.pk1
0.000831	0	0	0.536	16010	x.pg1411_def.x9a2_bee.pk1
0.000834	0	0	0.526	15887	x.pg156_def.x9a2_bee.pk1
0.000839	0	0	0.537	15959	x.pg162_def.x9a2_bee.pk1
--- relative to first result
0.96		1	1	1.07	1.20	x.pg9124_def.x9a2_bee.pk1
1.05		1	1	1.06	1.10	x.pg9224_def.x9a2_bee.pk1
1.07		1	1	1.08	1.04	x.pg9325_def.x9a2_bee.pk1
1.12		1	1	1.14	1.06	x.pg9426_def.x9a2_bee.pk1
0.67		1	1	0.09	1.43	x.pg9525_def.x9a2_bee.pk1
0.70		1	1	0.09	1.36	x.pg9624_def.x9a2_bee.pk1
0.73		1	1	0.09	1.34	x.pg1023_def.x9a2_bee.pk1
0.68		1	1	0.02	1.42	x.pg1122_def.x9a2_bee.pk1
0.68		1	1	0.02	1.39	x.pg1217_def.x9a2_bee.pk1
0.67		1	1	0.02	1.40	x.pg1313_def.x9a2_bee.pk1
0.66		1	1	0.05	1.42	x.pg1411_def.x9a2_bee.pk1
0.66		1	1	0.05	1.41	x.pg156_def.x9a2_bee.pk1
0.66		1	1	0.05	1.42	x.pg162_def.x9a2_bee.pk1

sb.met.read-write.range100.pk1.dop1
--- absolute
cpu/o		r/o	rKB/o	wKB/o	o/s	dbms
0.001644	0	0	11.218	8603	x.pg9023_def.x9a2_bee.pk1
0.001512	0	0	10.522	10020	x.pg9124_def.x9a2_bee.pk1
0.001640	0	0	10.098	8849	x.pg9224_def.x9a2_bee.pk1
0.001854	0	0	12.962	8362	x.pg9325_def.x9a2_bee.pk1
0.001749	0	0	10.834	8256	x.pg9426_def.x9a2_bee.pk1
0.001334	0	0	0.91	10231	x.pg9525_def.x9a2_bee.pk1
0.001277	0	0	0.801	10459	x.pg9624_def.x9a2_bee.pk1
0.001299	0	0	1.318	10434	x.pg1023_def.x9a2_bee.pk1
0.001264	0	0	1.229	10894	x.pg1122_def.x9a2_bee.pk1
0.001267	0	0	1.199	10686	x.pg1217_def.x9a2_bee.pk1
0.001263	0	0	1.223	10837	x.pg1313_def.x9a2_bee.pk1
0.001203	0	0	0.751	11079	x.pg1411_def.x9a2_bee.pk1
0.001216	0	0	0.777	10900	x.pg156_def.x9a2_bee.pk1
0.001209	0	0	0.76	11010	x.pg162_def.x9a2_bee.pk1
--- relative to first result
0.92		1	1	0.94	1.16	x.pg9124_def.x9a2_bee.pk1
1.00		1	1	0.90	1.03	x.pg9224_def.x9a2_bee.pk1
1.13		1	1	1.16	0.97	x.pg9325_def.x9a2_bee.pk1
1.06		1	1	0.97	0.96	x.pg9426_def.x9a2_bee.pk1
0.81		1	1	0.08	1.19	x.pg9525_def.x9a2_bee.pk1
0.78		1	1	0.07	1.22	x.pg9624_def.x9a2_bee.pk1
0.79		1	1	0.12	1.21	x.pg1023_def.x9a2_bee.pk1
0.77		1	1	0.11	1.27	x.pg1122_def.x9a2_bee.pk1
0.77		1	1	0.11	1.24	x.pg1217_def.x9a2_bee.pk1
0.77		1	1	0.11	1.26	x.pg1313_def.x9a2_bee.pk1
0.73		1	1	0.07	1.29	x.pg1411_def.x9a2_bee.pk1
0.74		1	1	0.07	1.27	x.pg156_def.x9a2_bee.pk1
0.74		1	1	0.07	1.28	x.pg162_def.x9a2_bee.pk1

sb.met.read-only.range10.pk1.dop1
--- absolute
cpu/o		r/o	rKB/o	wKB/o	o/s	dbms
0.000593	0	0	0	21378	x.pg9023_def.x9a2_bee.pk1
0.000621	0	0	0	21549	x.pg9124_def.x9a2_bee.pk1
0.000754	0	0	0	16718	x.pg9224_def.x9a2_bee.pk1
0.000781	0	0	0	16091	x.pg9325_def.x9a2_bee.pk1
0.000764	0	0	0	16374	x.pg9426_def.x9a2_bee.pk1
0.000759	0	0	0	16803	x.pg9525_def.x9a2_bee.pk1
0.000783	0	0	0	16080	x.pg9624_def.x9a2_bee.pk1
0.000791	0	0	0	15966	x.pg1023_def.x9a2_bee.pk1
0.000755	0	0	0	16767	x.pg1122_def.x9a2_bee.pk1
0.000772	0	0	0	16310	x.pg1217_def.x9a2_bee.pk1
0.000764	0	0	0	16591	x.pg1313_def.x9a2_bee.pk1
0.000785	0	0	0	16218	x.pg1411_def.x9a2_bee.pk1
0.000775	0	0	0	16348	x.pg156_def.x9a2_bee.pk1
0.000758	0	0	0	16568	x.pg162_def.x9a2_bee.pk1
--- relative to first result
1.05		1	1	1	1.01	x.pg9124_def.x9a2_bee.pk1
1.27		1	1	1	0.78	x.pg9224_def.x9a2_bee.pk1
1.32		1	1	1	0.75	x.pg9325_def.x9a2_bee.pk1
1.29		1	1	1	0.77	x.pg9426_def.x9a2_bee.pk1
1.28		1	1	1	0.79	x.pg9525_def.x9a2_bee.pk1
1.32		1	1	1	0.75	x.pg9624_def.x9a2_bee.pk1
1.33		1	1	1	0.75	x.pg1023_def.x9a2_bee.pk1
1.27		1	1	1	0.78	x.pg1122_def.x9a2_bee.pk1
1.30		1	1	1	0.76	x.pg1217_def.x9a2_bee.pk1
1.29		1	1	1	0.78	x.pg1313_def.x9a2_bee.pk1
1.32		1	1	1	0.76	x.pg1411_def.x9a2_bee.pk1
1.31		1	1	1	0.76	x.pg156_def.x9a2_bee.pk1
1.28		1	1	1	0.78	x.pg162_def.x9a2_bee.pk1

sb.met.read-only.range100.pk1.dop1
--- absolute
cpu/o		r/o	rKB/o	wKB/o	o/s	dbms
0.000984	0	0	0	12943	x.pg9023_def.x9a2_bee.pk1
0.001011	0	0	0	12987	x.pg9124_def.x9a2_bee.pk1
0.001222	0	0	0.001	10408	x.pg9224_def.x9a2_bee.pk1
0.001205	0	0	0.001	10446	x.pg9325_def.x9a2_bee.pk1
0.001210	0	0	0.001	10418	x.pg9426_def.x9a2_bee.pk1
0.001237	0	0	0.001	10406	x.pg9525_def.x9a2_bee.pk1
0.001239	0	0	0.001	10296	x.pg9624_def.x9a2_bee.pk1
0.001234	0	0	0.001	10316	x.pg1023_def.x9a2_bee.pk1
0.001179	0	0	0	10730	x.pg1122_def.x9a2_bee.pk1
0.001202	0	0	0.001	10595	x.pg1217_def.x9a2_bee.pk1
0.001175	0	0	0.001	10682	x.pg1313_def.x9a2_bee.pk1
0.001155	0	0	0.001	10906	x.pg1411_def.x9a2_bee.pk1
0.001174	0	0	0	10775	x.pg156_def.x9a2_bee.pk1
0.001155	0	0	0	10876	x.pg162_def.x9a2_bee.pk1
--- relative to first result
1.03		1	1	1	1.00	x.pg9124_def.x9a2_bee.pk1
1.24		1	1	inf	0.80	x.pg9224_def.x9a2_bee.pk1
1.22		1	1	inf	0.81	x.pg9325_def.x9a2_bee.pk1
1.23		1	1	inf	0.80	x.pg9426_def.x9a2_bee.pk1
1.26		1	1	inf	0.80	x.pg9525_def.x9a2_bee.pk1
1.26		1	1	inf	0.80	x.pg9624_def.x9a2_bee.pk1
1.25		1	1	inf	0.80	x.pg1023_def.x9a2_bee.pk1
1.20		1	1	1	0.83	x.pg1122_def.x9a2_bee.pk1
1.22		1	1	inf	0.82	x.pg1217_def.x9a2_bee.pk1
1.19		1	1	inf	0.83	x.pg1313_def.x9a2_bee.pk1
1.17		1	1	inf	0.84	x.pg1411_def.x9a2_bee.pk1
1.19		1	1	1	0.83	x.pg156_def.x9a2_bee.pk1
1.17		1	1	1	0.84	x.pg162_def.x9a2_bee.pk1

sb.met.read-only.range10000.pk1.dop1
--- absolute
cpu/o		r/o	rKB/o	wKB/o	o/s	dbms
0.081851	0	0	0.019	161	x.pg9023_def.x9a2_bee.pk1
0.082029	0	0	0.047	162	x.pg9124_def.x9a2_bee.pk1
0.087007	0	0	0.049	151	x.pg9224_def.x9a2_bee.pk1
0.083066	0	0	0.05	158	x.pg9325_def.x9a2_bee.pk1
0.071496	0	0	0.038	186	x.pg9426_def.x9a2_bee.pk1
