sb.prepare.met.point-query.warm.range100.pk1
--- absolute
cpu/o		r/o	rKB/o	wKB/o	o/s	dbms
0.075404	0	0	0.013	175	x.pg9525_def.x9a2_bee.pk1
0.071989	0	0	0.029	185	x.pg9624_def.x9a2_bee.pk1
0.070680	0	0	0.029	188	x.pg1023_def.x9a2_bee.pk1
0.071018	0	0	0.008	187	x.pg1122_def.x9a2_bee.pk1
0.072057	0	0	0.032	183	x.pg1217_def.x9a2_bee.pk1
0.072704	0	0	0.031	182	x.pg1313_def.x9a2_bee.pk1
0.068914	0	0	0.028	193	x.pg1411_def.x9a2_bee.pk1
0.067693	0	0	0	196	x.pg156_def.x9a2_bee.pk1
0.066049	0	0	0	201	x.pg162_def.x9a2_bee.pk1
--- relative to first result
1.00		1	1	2.47	1.01	x.pg9124_def.x9a2_bee.pk1
1.06		1	1	2.58	0.94	x.pg9224_def.x9a2_bee.pk1
1.01		1	1	2.63	0.98	x.pg9325_def.x9a2_bee.pk1
0.87		1	1	2.00	1.16	x.pg9426_def.x9a2_bee.pk1
0.92		1	1	0.68	1.09	x.pg9525_def.x9a2_bee.pk1
0.88		1	1	1.53	1.15	x.pg9624_def.x9a2_bee.pk1
0.86		1	1	1.53	1.17	x.pg1023_def.x9a2_bee.pk1
0.87		1	1	0.42	1.16	x.pg1122_def.x9a2_bee.pk1
0.88		1	1	1.68	1.14	x.pg1217_def.x9a2_bee.pk1
0.89		1	1	1.63	1.13	x.pg1313_def.x9a2_bee.pk1
0.84		1	1	1.47	1.20	x.pg1411_def.x9a2_bee.pk1
0.83		1	1	0.00	1.22	x.pg156_def.x9a2_bee.pk1
0.81		1	1	0.00	1.25	x.pg162_def.x9a2_bee.pk1

sb.met.point-query.range100.pk1.dop1
--- absolute
cpu/o		r/o	rKB/o	wKB/o	o/s	dbms
0.000601	0	0	0	21381	x.pg9023_def.x9a2_bee.pk1
0.000635	0	0	0	20967	x.pg9124_def.x9a2_bee.pk1
0.000579	0	0	0	22184	x.pg9224_def.x9a2_bee.pk1
0.000595	0	0	0	21447	x.pg9325_def.x9a2_bee.pk1
0.000592	0	0	0	21334	x.pg9426_def.x9a2_bee.pk1
0.000577	0	0	0	22746	x.pg9525_def.x9a2_bee.pk1
0.000591	0	0	0	21707	x.pg9624_def.x9a2_bee.pk1
0.000592	0	0	0	21628	x.pg1023_def.x9a2_bee.pk1
0.000576	0	0	0	22397	x.pg1122_def.x9a2_bee.pk1
0.000587	0	0	0	21840	x.pg1217_def.x9a2_bee.pk1
0.000586	0	0	0	22038	x.pg1313_def.x9a2_bee.pk1
0.000568	0	0	0	22443	x.pg1411_def.x9a2_bee.pk1
0.000579	0	0	0	22118	x.pg156_def.x9a2_bee.pk1
0.000558	0	0	0	23153	x.pg162_def.x9a2_bee.pk1
--- relative to first result
1.06		1	1	1	0.98	x.pg9124_def.x9a2_bee.pk1
0.96		1	1	1	1.04	x.pg9224_def.x9a2_bee.pk1
0.99		1	1	1	1.00	x.pg9325_def.x9a2_bee.pk1
0.99		1	1	1	1.00	x.pg9426_def.x9a2_bee.pk1
0.96		1	1	1	1.06	x.pg9525_def.x9a2_bee.pk1
0.98		1	1	1	1.02	x.pg9624_def.x9a2_bee.pk1
0.99		1	1	1	1.01	x.pg1023_def.x9a2_bee.pk1
0.96		1	1	1	1.05	x.pg1122_def.x9a2_bee.pk1
0.98		1	1	1	1.02	x.pg1217_def.x9a2_bee.pk1
0.98		1	1	1	1.03	x.pg1313_def.x9a2_bee.pk1
0.95		1	1	1	1.05	x.pg1411_def.x9a2_bee.pk1
0.96		1	1	1	1.03	x.pg156_def.x9a2_bee.pk1
0.93		1	1	1	1.08	x.pg162_def.x9a2_bee.pk1

sb.met.random-points.range10.pk1.dop1
--- absolute
cpu/o		r/o	rKB/o	wKB/o	o/s	dbms
0.001435	0	0	0	8646	x.pg9023_def.x9a2_bee.pk1
0.001474	0	0	0	8626	x.pg9124_def.x9a2_bee.pk1
0.001376	0	0	0	9096	x.pg9224_def.x9a2_bee.pk1
0.001381	0	0	0	9004	x.pg9325_def.x9a2_bee.pk1
0.001357	0	0	0	9208	x.pg9426_def.x9a2_bee.pk1
0.001409	0	0	0	8939	x.pg9525_def.x9a2_bee.pk1
0.001443	0	0	0.001	8699	x.pg9624_def.x9a2_bee.pk1
0.001462	0	0	0.001	8606	x.pg1023_def.x9a2_bee.pk1
0.001369	0	0	0	9189	x.pg1122_def.x9a2_bee.pk1
0.001407	0	0	0.001	8958	x.pg1217_def.x9a2_bee.pk1
0.001375	0	0	0.001	9101	x.pg1313_def.x9a2_bee.pk1
0.001352	0	0	0.001	9252	x.pg1411_def.x9a2_bee.pk1
0.001343	0	0	0	9277	x.pg156_def.x9a2_bee.pk1
0.001339	0	0	0	9266	x.pg162_def.x9a2_bee.pk1
--- relative to first result
1.03		1	1	1	1.00	x.pg9124_def.x9a2_bee.pk1
0.96		1	1	1	1.05	x.pg9224_def.x9a2_bee.pk1
0.96		1	1	1	1.04	x.pg9325_def.x9a2_bee.pk1
0.95		1	1	1	1.07	x.pg9426_def.x9a2_bee.pk1
0.98		1	1	1	1.03	x.pg9525_def.x9a2_bee.pk1
1.01		1	1	inf	1.01	x.pg9624_def.x9a2_bee.pk1
1.02		1	1	inf	1.00	x.pg1023_def.x9a2_bee.pk1
0.95		1	1	1	1.06	x.pg1122_def.x9a2_bee.pk1
0.98		1	1	inf	1.04	x.pg1217_def.x9a2_bee.pk1
0.96		1	1	inf	1.05	x.pg1313_def.x9a2_bee.pk1
0.94		1	1	inf	1.07	x.pg1411_def.x9a2_bee.pk1
0.94		1	1	1	1.07	x.pg156_def.x9a2_bee.pk1
0.93		1	1	1	1.07	x.pg162_def.x9a2_bee.pk1

sb.met.random-points.range100.pk1.dop1
--- absolute
cpu/o		r/o	rKB/o	wKB/o	o/s	dbms
0.009786	0	0	0.001	1282	x.pg9023_def.x9a2_bee.pk1
0.009960	0	0	0.001	1274	x.pg9124_def.x9a2_bee.pk1
0.008659	0	0	0.001	1442	x.pg9224_def.x9a2_bee.pk1
0.008561	0	0	0.001	1449	x.pg9325_def.x9a2_bee.pk1
0.008332	0	0	0.001	1479	x.pg9426_def.x9a2_bee.pk1
0.008615	0	0	0.002	1451	x.pg9525_def.x9a2_bee.pk1
0.008691	0	0	0.004	1432	x.pg9624_def.x9a2_bee.pk1
0.008734	0	0	0.004	1420	x.pg1023_def.x9a2_bee.pk1
0.008366	0	0	0.001	1485	x.pg1122_def.x9a2_bee.pk1
0.008522	0	0	0.004	1459	x.pg1217_def.x9a2_bee.pk1
0.008544	0	0	0.004	1460	x.pg1313_def.x9a2_bee.pk1
0.008200	0	0	0.004	1515	x.pg1411_def.x9a2_bee.pk1
0.008285	0	0	0	1499	x.pg156_def.x9a2_bee.pk1
0.008222	0	0	0	1510	x.pg162_def.x9a2_bee.pk1
--- relative to first result
1.02		1	1	1.00	0.99	x.pg9124_def.x9a2_bee.pk1
0.88		1	1	1.00	1.12	x.pg9224_def.x9a2_bee.pk1
0.87		1	1	1.00	1.13	x.pg9325_def.x9a2_bee.pk1
0.85		1	1	1.00	1.15	x.pg9426_def.x9a2_bee.pk1
0.88		1	1	2.00	1.13	x.pg9525_def.x9a2_bee.pk1
0.89		1	1	4.00	1.12	x.pg9624_def.x9a2_bee.pk1
0.89		1	1	4.00	1.11	x.pg1023_def.x9a2_bee.pk1
0.85		1	1	1.00	1.16	x.pg1122_def.x9a2_bee.pk1
0.87		1	1	4.00	1.14	x.pg1217_def.x9a2_bee.pk1
0.87		1	1	4.00	1.14	x.pg1313_def.x9a2_bee.pk1
0.84		1	1	4.00	1.18	x.pg1411_def.x9a2_bee.pk1
0.85		1	1	0.00	1.17	x.pg156_def.x9a2_bee.pk1
0.84		1	1	0.00	1.18	x.pg162_def.x9a2_bee.pk1

sb.met.random-points.range1000.pk1.dop1
--- absolute
cpu/o		r/o	rKB/o	wKB/o	o/s	dbms
0.086489	0	0	0.009	145	x.pg9023_def.x9a2_bee.pk1
0.087806	0	0	0.011	145	x.pg9124_def.x9a2_bee.pk1
0.081722	0	0	0.01	158	x.pg9224_def.x9a2_bee.pk1
0.078746	0	0	0.013	162	x.pg9325_def.x9a2_bee.pk1
0.077150	0	0	0.017	165	x.pg9426_def.x9a2_bee.pk1
0.080392	0	0	0.015	158	x.pg9525_def.x9a2_bee.pk1
0.083302	0	0	0.034	156	x.pg9624_def.x9a2_bee.pk1
0.083303	0	0	0.038	154	x.pg1023_def.x9a2_bee.pk1
0.079253	0	0	0.012	162	x.pg1122_def.x9a2_bee.pk1
0.079925	0	0	0.009	159	x.pg1217_def.x9a2_bee.pk1
0.081167	0	0	0.036	159	x.pg1313_def.x9a2_bee.pk1
0.078486	0	0	0.034	162	x.pg1411_def.x9a2_bee.pk1
0.078208	0	0	0	162	x.pg156_def.x9a2_bee.pk1
0.077694	0	0	0	163	x.pg162_def.x9a2_bee.pk1
--- relative to first result
1.02		1	1	1.22	1.00	x.pg9124_def.x9a2_bee.pk1
0.94		1	1	1.11	1.09	x.pg9224_def.x9a2_bee.pk1
0.91		1	1	1.44	1.12	x.pg9325_def.x9a2_bee.pk1
0.89		1	1	1.89	1.14	x.pg9426_def.x9a2_bee.pk1
0.93		1	1	1.67	1.09	x.pg9525_def.x9a2_bee.pk1
0.96		1	1	3.78	1.08	x.pg9624_def.x9a2_bee.pk1
0.96		1	1	4.22	1.06	x.pg1023_def.x9a2_bee.pk1
0.92		1	1	1.33	1.12	x.pg1122_def.x9a2_bee.pk1
0.92		1	1	1.00	1.10	x.pg1217_def.x9a2_bee.pk1
0.94		1	1	4.00	1.10	x.pg1313_def.x9a2_bee.pk1
0.91		1	1	3.78	1.12	x.pg1411_def.x9a2_bee.pk1
0.90		1	1	0.00	1.12	x.pg156_def.x9a2_bee.pk1
0.90		1	1	0.00	1.12	x.pg162_def.x9a2_bee.pk1

sb.met.hot-points.range100.pk1.dop1
--- absolute
cpu/o		r/o	rKB/o	wKB/o	o/s	dbms
0.004372	0	0	0.001	2859	x.pg9023_def.x9a2_bee.pk1
0.004593	0	0	0	2814	x.pg9124_def.x9a2_bee.pk1
0.004789	0	0	0.001	2672	x.pg9224_def.x9a2_bee.pk1
0.004625	0	0	0.001	2736	x.pg9325_def.x9a2_bee.pk1
0.004711	0	0	0.001	2682	x.pg9426_def.x9a2_bee.pk1
0.004875	0	0	0.001	2607	x.pg9525_def.x9a2_bee.pk1
0.005114	0	0	0.002	2483	x.pg9624_def.x9a2_bee.pk1
0.004986	0	0	0.002	2514	x.pg1023_def.x9a2_bee.pk1
0.004715	0	0	0.001	2684	x.pg1122_def.x9a2_bee.pk1
0.004845	0	0	0.001	2600	x.pg1217_def.x9a2_bee.pk1
0.004798	0	0	0.002	2658	x.pg1313_def.x9a2_bee.pk1
0.004729	0	0	0.002	2667	x.pg1411_def.x9a2_bee.pk1
0.004853	0	0	0	2631	x.pg156_def.x9a2_bee.pk1
0.004809	0	0	0	2635	x.pg162_def.x9a2_bee.pk1
--- relative to first result
1.05		1	1	0.00	0.98	x.pg9124_def.x9a2_bee.pk1
1.10		1	1	1.00	0.93	x.pg9224_def.x9a2_bee.pk1
1.06		1	1	1.00	0.96	x.pg9325_def.x9a2_bee.pk1
1.08		1	1	1.00	0.94	x.pg9426_def.x9a2_bee.pk1
1.12		1	1	1.00	0.91	x.pg9525_def.x9a2_bee.pk1
1.17		1	1	2.00	0.87	x.pg9624_def.x9a2_bee.pk1
1.14		1	1	2.00	0.88	x.pg1023_def.x9a2_bee.pk1
1.08		1	1	1.00	0.94	x.pg1122_def.x9a2_bee.pk1
1.11		1	1	1.00	0.91	x.pg1217_def.x9a2_bee.pk1
1.10		1	1	2.00	0.93	x.pg1313_def.x9a2_bee.pk1
1.08		1	1	2.00	0.93	x.pg1411_def.x9a2_bee.pk1
1.11		1	1	0.00	0.92	x.pg156_def.x9a2_bee.pk1
1.10		1	1	0.00	0.92	x.pg162_def.x9a2_bee.pk1

sb.met.points-covered-pk.range100.pk1.dop1
--- absolute
cpu/o		r/o	rKB/o	wKB/o	o/s	dbms
0.009216	0	0	0.001	1300	x.pg9023_def.x9a2_bee.pk1
0.009342	0	0	0.001	1291	x.pg9124_def.x9a2_bee.pk1
0.008823	0	0	0.001	1376	x.pg9224_def.x9a2_bee.pk1
0.007765	0	0	0.001	1562	x.pg9325_def.x9a2_bee.pk1
0.007637	0	0	0.002	1596	x.pg9426_def.x9a2_bee.pk1
0.007779	0	0	0.002	1567	x.pg9525_def.x9a2_bee.pk1
0.007804	0	0	0.003	1547	x.pg9624_def.x9a2_bee.pk1
0.007891	0	0	0.003	1519	x.pg1023_def.x9a2_bee.pk1
0.007482	0	0	0.001	1611	x.pg1122_def.x9a2_bee.pk1
0.007728	0	0	0.001	1579	x.pg1217_def.x9a2_bee.pk1
0.007722	0	0	0.002	1583	x.pg1313_def.x9a2_bee.pk1
0.007413	0	0	0.003	1628	x.pg1411_def.x9a2_bee.pk1
0.007341	0	0	0	1630	x.pg156_def.x9a2_bee.pk1
0.007294	0	0	0	1644	x.pg162_def.x9a2_bee.pk1
--- relative to first result
1.01		1	1	1.00	0.99	x.pg9124_def.x9a2_bee.pk1
0.96		1	1	1.00	1.06	x.pg9224_def.x9a2_bee.pk1
0.84		1	1	1.00	1.20	x.pg9325_def.x9a2_bee.pk1
0.83		1	1	2.00	1.23	x.pg9426_def.x9a2_bee.pk1
0.84		1	1	2.00	1.21	x.pg9525_def.x9a2_bee.pk1
0.85		1	1	3.00	1.19	x.pg9624_def.x9a2_bee.pk1
0.86		1	1	3.00	1.17	x.pg1023_def.x9a2_bee.pk1
0.81		1	1	1.00	1.24	x.pg1122_def.x9a2_bee.pk1
0.84		1	1	1.00	1.21	x.pg1217_def.x9a2_bee.pk1
0.84		1	1	2.00	1.22	x.pg1313_def.x9a2_bee.pk1
0.80		1	1	3.00	1.25	x.pg1411_def.x9a2_bee.pk1
0.80		1	1	0.00	1.25	x.pg156_def.x9a2_bee.pk1
0.79		1	1	0.00	1.26	x.pg162_def.x9a2_bee.pk1

sb.met.points-notcovered-pk.range100.pk1.dop1
--- absolute
cpu/o		r/o	rKB/o	wKB/o	o/s	dbms
0.009790	0	0	0.001	1244	x.pg9023_def.x9a2_bee.pk1
0.009892	0	0	0.001	1249	x.pg9124_def.x9a2_bee.pk1
0.008814	0	0	0.001	1415	x.pg9224_def.x9a2_bee.pk1
0.008685	0	0	0.001	1429	x.pg9325_def.x9a2_bee.pk1
0.008501	0	0	0.001	1461	x.pg9426_def.x9a2_bee.pk1
0.008714	0	0	0.001	1426	x.pg9525_def.x9a2_bee.pk1
0.008851	0	0	0.004	1403	x.pg9624_def.x9a2_bee.pk1
0.009030	0	0	0.004	1377	x.pg1023_def.x9a2_bee.pk1
0.008537	0	0	0.001	1461	x.pg1122_def.x9a2_bee.pk1
0.008632	0	0	0.001	1442	x.pg1217_def.x9a2_bee.pk1
0.008638	0	0	0.001	1441	x.pg1313_def.x9a2_bee.pk1
0.008498	0	0	0.002	1473	x.pg1411_def.x9a2_bee.pk1
0.008405	0	0	0	1475	x.pg156_def.x9a2_bee.pk1
0.008330	0	0	0	1482	x.pg162_def.x9a2_bee.pk1
--- relative to first result
1.01		1	1	1.00	1.00	x.pg9124_def.x9a2_bee.pk1
0.90		1	1	1.00	1.14	x.pg9224_def.x9a2_bee.pk1
0.89		1	1	1.00	1.15	x.pg9325_def.x9a2_bee.pk1
0.87		1	1	1.00	1.17	x.pg9426_def.x9a2_bee.pk1
0.89		1	1	1.00	1.15	x.pg9525_def.x9a2_bee.pk1
0.90		1	1	4.00	1.13	x.pg9624_def.x9a2_bee.pk1
0.92		1	1	4.00	1.11	x.pg1023_def.x9a2_bee.pk1
0.87		1	1	1.00	1.17	x.pg1122_def.x9a2_bee.pk1
0.88		1	1	1.00	1.16	x.pg1217_def.x9a2_bee.pk1
0.88		1	1	1.00	1.16	x.pg1313_def.x9a2_bee.pk1
0.87		1	1	2.00	1.18	x.pg1411_def.x9a2_bee.pk1
0.86		1	1	0.00	1.19	x.pg156_def.x9a2_bee.pk1
0.85		1	1	0.00	1.19	x.pg162_def.x9a2_bee.pk1

sb.met.points-covered-si.range100.pk1.dop1
--- absolute
cpu/o		r/o	rKB/o	wKB/o	o/s	dbms
0.009640	0	0	0.001	1250	x.pg9023_def.x9a2_bee.pk1
0.009724	0	0	0.001	1253	x.pg9124_def.x9a2_bee.pk1
0.009211	0	0	0.001	1312	x.pg9224_def.x9a2_bee.pk1
0.007808	0	0	0.001	1546	x.pg9325_def.x9a2_bee.pk1
0.007778	0	0	0.001	1561	x.pg9426_def.x9a2_bee.pk1
0.007931	0	0	0.001	1511	x.pg9525_def.x9a2_bee.pk1
0.007986	0	0	0.004	1499	x.pg9624_def.x9a2_bee.pk1
0.008064	0	0	0.004	1492	x.pg1023_def.x9a2_bee.pk1
0.007792	0	0	0.001	1563	x.pg1122_def.x9a2_bee.pk1
0.007974	0	0	0.001	1511	x.pg1217_def.x9a2_bee.pk1
0.007552	0	0	0.001	1613	x.pg1313_def.x9a2_bee.pk1
0.007419	0	0	0.001	1646	x.pg1411_def.x9a2_bee.pk1
0.007397	0	0	0	1649	x.pg156_def.x9a2_bee.pk1
0.007386	0	0	0	1653	x.pg162_def.x9a2_bee.pk1
--- relative to first result
1.01		1	1	1.00	1.00	x.pg9124_def.x9a2_bee.pk1
0.96		1	1	1.00	1.05	x.pg9224_def.x9a2_bee.pk1
0.81		1	1	1.00	1.24	x.pg9325_def.x9a2_bee.pk1
0.81		1	1	1.00	1.25	x.pg9426_def.x9a2_bee.pk1
0.82		1	1	1.00	1.21	x.pg9525_def.x9a2_bee.pk1
0.83		1	1	4.00	1.20	x.pg9624_def.x9a2_bee.pk1
0.84		1	1	4.00	1.19	x.pg1023_def.x9a2_bee.pk1
0.81		1	1	1.00	1.25	x.pg1122_def.x9a2_bee.pk1
0.83		1	1	1.00	1.21	x.pg1217_def.x9a2_bee.pk1
0.78		1	1	1.00	1.29	x.pg1313_def.x9a2_bee.pk1
0.77		1	1	1.00	1.32	x.pg1411_def.x9a2_bee.pk1
0.77		1	1	0.00	1.32	x.pg156_def.x9a2_bee.pk1
0.77		1	1	0.00	1.32	x.pg162_def.x9a2_bee.pk1

sb.met.points-notcovered-si.range100.pk1.dop1
--- absolute
cpu/o		r/o	rKB/o	wKB/o	o/s	dbms
0.010298	0	0	0.001	1205	x.pg9023_def.x9a2_bee.pk1
0.010427	0	0	0.001	1207	x.pg9124_def.x9a2_bee.pk1
0.009148	0	0	0.001	1358	x.pg9224_def.x9a2_bee.pk1
0.009029	0	0	0.002	1374	x.pg9325_def.x9a2_bee.pk1
0.008921	0	0	0.002	1391	x.pg9426_def.x9a2_bee.pk1
0.009204	0	0	0.002	1348	x.pg9525_def.x9a2_bee.pk1
0.009329	0	0	0.004	1331	x.pg9624_def.x9a2_bee.pk1
0.009391	0	0	0.004	1322	x.pg1023_def.x9a2_bee.pk1
0.008937	0	0	0.001	1391	x.pg1122_def.x9a2_bee.pk1
0.009097	0	0	0.001	1365	x.pg1217_def.x9a2_bee.pk1
0.008619	0	0	0.001	1440	x.pg1313_def.x9a2_bee.pk1
0.008519	0	0	0.001	1458	x.pg1411_def.x9a2_bee.pk1
0.008473	0	0	0	1465	x.pg156_def.x9a2_bee.pk1
0.008483	0	0	0	1463	x.pg162_def.x9a2_bee.pk1
--- relative to first result
1.01		1	1	1.00	1.00	x.pg9124_def.x9a2_bee.pk1
0.89		1	1	1.00	1.13	x.pg9224_def.x9a2_bee.pk1
0.88		1	1	2.00	1.14	x.pg9325_def.x9a2_bee.pk1
0.87		1	1	2.00	1.15	x.pg9426_def.x9a2_bee.pk1
0.89		1	1	2.00	1.12	x.pg9525_def.x9a2_bee.pk1
0.91		1	1	4.00	1.10	x.pg9624_def.x9a2_bee.pk1
0.91		1	1	4.00	1.10	x.pg1023_def.x9a2_bee.pk1
0.87		1	1	1.00	1.15	x.pg1122_def.x9a2_bee.pk1
0.88		1	1	1.00	1.13	x.pg1217_def.x9a2_bee.pk1
0.84		1	1	1.00	1.20	x.pg1313_def.x9a2_bee.pk1
0.83		1	1	1.00	1.21	x.pg1411_def.x9a2_bee.pk1
0.82		1	1	0.00	1.22	x.pg156_def.x9a2_bee.pk1
0.82		1	1	0.00	1.21	x.pg162_def.x9a2_bee.pk1

sb.met.range-covered-pk.range100.pk1.dop1
--- absolute
cpu/o		r/o	rKB/o	wKB/o	o/s	dbms
0.001517	0	0	0	8115	x.pg9023_def.x9a2_bee.pk1
0.001609	0	0	0	7882	x.pg9124_def.x9a2_bee.pk1
0.002090	0	0	0	5888	x.pg9224_def.x9a2_bee.pk1
0.001635	0	0	0	7597	x.pg9325_def.x9a2_bee.pk1
0.001608	0	0	0	7685	x.pg9426_def.x9a2_bee.pk1
0.001788	0	0	0	6988	x.pg9525_def.x9a2_bee.pk1
0.001830	0	0	0.001	6780	x.pg9624_def.x9a2_bee.pk1
0.001830	0	0	0.001	6787	x.pg1023_def.x9a2_bee.pk1
0.001621	0	0	0	7709	x.pg1122_def.x9a2_bee.pk1
0.001639	0	0	0	7649	x.pg1217_def.x9a2_bee.pk1
0.001601	0	0	0	7752	x.pg1313_def.x9a2_bee.pk1
0.001554	0	0	0	7972	x.pg1411_def.x9a2_bee.pk1
0.001605	0	0	0	7730	x.pg156_def.x9a2_bee.pk1
0.001606	0	0	0	7702	x.pg162_def.x9a2_bee.pk1
--- relative to first result
1.06		1	1	1	0.97	x.pg9124_def.x9a2_bee.pk1
1.38		1	1	1	0.73	x.pg9224_def.x9a2_bee.pk1
1.08		1	1	1	0.94	x.pg9325_def.x9a2_bee.pk1
1.06		1	1	1	0.95	x.pg9426_def.x9a2_bee.pk1
1.18		1	1	1	0.86	x.pg9525_def.x9a2_bee.pk1
1.21		1	1	inf	0.84	x.pg9624_def.x9a2_bee.pk1
1.21		1	1	inf	0.84	x.pg1023_def.x9a2_bee.pk1
1.07		1	1	1	0.95	x.pg1122_def.x9a2_bee.pk1
1.08		1	1	1	0.94	x.pg1217_def.x9a2_bee.pk1
1.06		1	1	1	0.96	x.pg1313_def.x9a2_bee.pk1
1.02		1	1	1	0.98	x.pg1411_def.x9a2_bee.pk1
1.06		1	1	1	0.95	x.pg156_def.x9a2_bee.pk1
1.06		1	1	1	0.95	x.pg162_def.x9a2_bee.pk1

sb.met.range-notcovered-pk.range100.pk1.dop1
--- absolute
cpu/o		r/o	rKB/o	wKB/o	o/s	dbms
0.002061	0	0	0	6421	x.pg9023_def.x9a2_bee.pk1
0.002132	0	0	0	6323	x.pg9124_def.x9a2_bee.pk1
0.002634	0	0	0	4922	x.pg9224_def.x9a2_bee.pk1
0.002576	0	0	0	5000	x.pg9325_def.x9a2_bee.pk1
0.002559	0	0	0	5014	x.pg9426_def.x9a2_bee.pk1
0.002814	0	0	0.001	4636	x.pg9525_def.x9a2_bee.pk1
0.002830	0	0	0.001	4570	x.pg9624_def.x9a2_bee.pk1
0.002813	0	0	0.001	4604	x.pg1023_def.x9a2_bee.pk1
0.002659	0	0	0	4919	x.pg1122_def.x9a2_bee.pk1
0.002643	0	0	0	4917	x.pg1217_def.x9a2_bee.pk1
0.002645	0	0	0	4946	x.pg1313_def.x9a2_bee.pk1
0.002598	0	0	0	5015	x.pg1411_def.x9a2_bee.pk1
0.002596	0	0	0	4970	x.pg156_def.x9a2_bee.pk1
0.002594	0	0	0	4973	x.pg162_def.x9a2_bee.pk1
--- relative to first result
1.03		1	1	1	0.98	x.pg9124_def.x9a2_bee.pk1
1.28		1	1	1	0.77	x.pg9224_def.x9a2_bee.pk1
1.25		1	1	1	0.78	x.pg9325_def.x9a2_bee.pk1
1.24		1	1	1	0.78	x.pg9426_def.x9a2_bee.pk1
1.37		1	1	inf	0.72	x.pg9525_def.x9a2_bee.pk1
1.37		1	1	inf	0.71	x.pg9624_def.x9a2_bee.pk1
1.36		1	1	inf	0.72	x.pg1023_def.x9a2_bee.pk1
1.29		1	1	1	0.77	x.pg1122_def.x9a2_bee.pk1
1.28		1	1	1	0.77	x.pg1217_def.x9a2_bee.pk1
1.28		1	1	1	0.77	x.pg1313_def.x9a2_bee.pk1
1.26		1	1	1	0.78	x.pg1411_def.x9a2_bee.pk1
1.26		1	1	1	0.77	x.pg156_def.x9a2_bee.pk1
1.26		1	1	1	0.77	x.pg162_def.x9a2_bee.pk1

sb.met.range-covered-si.range100.pk1.dop1
--- absolute
cpu/o		r/o	rKB/o	wKB/o	o/s	dbms
0.002928	0	0	0	4156	x.pg9023_def.x9a2_bee.pk1
0.003072	0	0	0	4025	x.pg9124_def.x9a2_bee.pk1
0.002942	0	0	0	4127	x.pg9224_def.x9a2_bee.pk1
0.001829	0	0	0	6725	x.pg9325_def.x9a2_bee.pk1
0.001818	0	0	0	6761	x.pg9426_def.x9a2_bee.pk1
0.001967	0	0	0	6322	x.pg9525_def.x9a2_bee.pk1
0.002032	0	0	0.001	6100	x.pg9624_def.x9a2_bee.pk1
0.001999	0	0	0.001	6170	x.pg1023_def.x9a2_bee.pk1
0.001832	0	0	0	6821	x.pg1122_def.x9a2_bee.pk1
0.001819	0	0	0	6802	x.pg1217_def.x9a2_bee.pk1
0.001747	0	0	0	7132	x.pg1313_def.x9a2_bee.pk1
0.001680	0	0	0	7377	x.pg1411_def.x9a2_bee.pk1
0.001749	0	0	0	7077	x.pg156_def.x9a2_bee.pk1
0.001770	0	0	0	6996	x.pg162_def.x9a2_bee.pk1
--- relative to first result
1.05		1	1	1	0.97	x.pg9124_def.x9a2_bee.pk1
1.00		1	1	1	0.99	x.pg9224_def.x9a2_bee.pk1
0.62		1	1	1	1.62	x.pg9325_def.x9a2_bee.pk1
0.62		1	1	1	1.63	x.pg9426_def.x9a2_bee.pk1
0.67		1	1	1	1.52	x.pg9525_def.x9a2_bee.pk1
0.69		1	1	inf	1.47	x.pg9624_def.x9a2_bee.pk1
0.68		1	1	inf	1.48	x.pg1023_def.x9a2_bee.pk1
0.63		1	1	1	1.64	x.pg1122_def.x9a2_bee.pk1
0.62		1	1	1	1.64	x.pg1217_def.x9a2_bee.pk1
0.60		1	1	1	1.72	x.pg1313_def.x9a2_bee.pk1
0.57		1	1	1	1.78	x.pg1411_def.x9a2_bee.pk1
0.60		1	1	1	1.70	x.pg156_def.x9a2_bee.pk1
0.60		1	1	1	1.68	x.pg162_def.x9a2_bee.pk1

sb.met.range-notcovered-si.range100.pk1.dop1
--- absolute
cpu/o		r/o	rKB/o	wKB/o	o/s	dbms
0.003625	0	0	0	3512	x.pg9023_def.x9a2_bee.pk1
0.003783	0	0	0	3445	x.pg9124_def.x9a2_bee.pk1
0.003642	0	0	0	3485	x.pg9224_def.x9a2_bee.pk1
0.003588	0	0	0	3530	x.pg9325_def.x9a2_bee.pk1
0.003623	0	0	0.001	3544	x.pg9426_def.x9a2_bee.pk1
0.003746	0	0	0	3395	x.pg9525_def.x9a2_bee.pk1
0.003804	0	0	0.001	3346	x.pg9624_def.x9a2_bee.pk1
0.003769	0	0	0.002	3381	x.pg1023_def.x9a2_bee.pk1
0.003568	0	0	0.001	3581	x.pg1122_def.x9a2_bee.pk1
0.003564	0	0	0	3581	x.pg1217_def.x9a2_bee.pk1
0.003515	0	0	0	3634	x.pg1313_def.x9a2_bee.pk1
0.003441	0	0	0	3693	x.pg1411_def.x9a2_bee.pk1
0.003498	0	0	0	3642	x.pg156_def.x9a2_bee.pk1
0.003483	0	0	0	3659	x.pg162_def.x9a2_bee.pk1
--- relative to first result
1.04		1	1	1	0.98	x.pg9124_def.x9a2_bee.pk1
1.00		1	1	1	0.99	x.pg9224_def.x9a2_bee.pk1
