bm.lc.nt36.d0/9.8.clang/report.tsv
bm.lc.nt36.d0/9.9.clang/report.tsv
bm.lc.nt36.d0/9.10.clang/report.tsv
bm.lc.nt36.d0/9.11.clang/report.tsv
bm.lc.nt36.d0/10.0.clang/report.tsv
bm.lc.nt36.d0/10.1.clang/report.tsv
bm.lc.nt36.d0/10.2.clang/report.tsv
bm.lc.nt36.d0/10.3.clang/report.tsv
bm.lc.nt36.d0/10.4.clang/report.tsv
bm.lc.nt36.d0/10.5.clang/report.tsv
bm.lc.nt36.d0/10.6.clang/report.tsv
bm.lc.nt36.d0/10.7.clang/report.tsv
bm.lc.nt36.d0/10.8.clang/report.tsv
bm.lc.nt36.d0/10.9.clang/report.tsv
bm.lc.nt36.d0/10.10.clang/report.tsv

ops_sec	mb_sec	lsm_sz	blob_sz	c_wgb	w_amp	c_mbps	c_wsecs	c_csecs	b_rgb	b_wgb	usec_op	p50	p99	p99.9	p99.99	pmax	uptime	stall%	Nstall	u_cpu	s_cpu	rss	test	date	version	job_id	githash
1174226	470.3	439GB	0GB	718.8	1.4	432.1	4215	4115	0	0	0.9	0.5	2	5	958	16739	1703	19.1		5.3	1.1	NA	fillseq.wal_disabled.v400	2025-12-24T12:56:54	9.8.4		44e95d8af5
1207392	483.6	439GB	0GB	723.9	1.4	447.5	4172	4080	0	0	0.8	0.5	2	6	926	19385	1656	18.4		5.2	1.1	NA	fillseq.wal_disabled.v400	2025-12-24T16:06:50	9.9.3		14d3046a53
1188300	476.0	439GB	0GB	722.9	1.4	439.8	4097	3992	0	0	0.8	0.5	2	5	938	17662	1683	18.4		5.2	1.1	NA	fillseq.wal_disabled.v400	2025-12-24T19:13:30	9.10.0		ae8fb3e500
1192870	477.8	439GB	0GB	720.9	1.4	440.3	4174	4073	0	0	0.8	0.5	2	5	953	20370	1677	19.3		5.2	1.1	NA	fillseq.wal_disabled.v400	2025-12-24T22:20:34	9.11.2		461d7f4464
1209324	484.4	439GB	0GB	728.9	1.4	451.3	4164	4061	0	0	0.8	0.5	2	5	945	17257	1654	19.2		5.2	1.1	NA	fillseq.wal_disabled.v400	2025-12-25T01:27:41	10.0.1		45f7473909
1180227	472.7	439GB	0GB	713.3	1.4	431.0	4140	4037	0	0	0.8	0.5	2	5	937	15436	1695	18.3		5.2	1.1	NA	fillseq.wal_disabled.v400	2025-12-25T04:34:17	10.1.3		5823cf08d6
1183429	474.0	439GB	0GB	720.8	1.4	436.7	4139	4036	0	0	0.8	0.5	2	5	944	18432	1690	18.6		5.2	1.1	NA	fillseq.wal_disabled.v400	2025-12-25T07:41:36	10.2.3		4a0a0f5ff4
1196424	479.2	439GB	0GB	721.9	1.4	442.2	177	4176	0	0	0.8	0.5	2	6	924	19182	1672	18.7		5.2	1.1	NA	fillseq.wal_disabled.v400	2025-12-25T10:48:51	10.3.4		a8b5e4a6b7
1213928	486.2	439GB	0GB	733.1	1.4	455.7	179	4190	0	0	0.8	0.5	2	5	936	16999	1648	18.9		5.2	1.1	NA	fillseq.wal_disabled.v400	2025-12-25T13:55:36	10.4.2		410c562319
1185364	474.8	439GB	0GB	718.0	1.4	435.8	175	4196	0	0	0.8	0.5	2	5	908	19545	1687	17.3		5.3	1.1	NA	fillseq.wal_disabled.v400	2025-12-25T17:02:07	10.5.5		f4bf18a60b
1013297	405.9	439GB	0GB	650.5	1.3	337.5	113	5905	0	0	1.0	0.5	3	6	1190	29182	1974	29.9		7.1	1.1	NA	fillseq.wal_disabled.v400	2025-12-25T20:08:59	10.6.2		fae8a27fbd
1263234	506.0	437GB	0GB	725.6	1.4	469.3	191	3888	0	0	0.8	0.5	1	5	916	18500	1583	19.1		4.9	1.0	NA	fillseq.wal_disabled.v400	2025-12-25T23:21:46	10.7.6		bb4497729c
1257927	503.9	437GB	0GB	737.6	1.4	475.0	193	3921	0	0	0.8	0.5	1	5	908	17495	1590	18.1		4.8	1.1	NA	fillseq.wal_disabled.v400	2025-12-26T02:27:06	10.8.3		6bf472dace
1257093	503.5	437GB	0GB	737.5	1.4	474.7	191	3952	0	0	0.8	0.5	1	5	905	18791	1591	18.0		4.9	1.1	NA	fillseq.wal_disabled.v400	2025-12-26T05:32:10	10.9.1		5fbc1cd5bc
1257924	503.9	437GB	0GB	722.7	1.4	465.5	193	3829	0	0	0.8	0.5	1	5	916	16202	1590	19.1		4.8	1.0	NA	fillseq.wal_disabled.v400	2025-12-26T08:37:22	10.10.0		3798025699

ops_sec	mb_sec	lsm_sz	blob_sz	c_wgb	w_amp	c_mbps	c_wsecs	c_csecs	b_rgb	b_wgb	usec_op	p50	p99	p99.9	p99.99	pmax	uptime	stall%	Nstall	u_cpu	s_cpu	rss	test	date	version	job_id	githash
90993	348.1	439GB	0GB	2.6	NA	8.9	11	11	0	0	11.0	12.0	15	30	48	20436	301	0.0		0.3	0.0	NA	revrange.t1	2025-12-24T13:25:21	9.8.4		44e95d8af5
93296	356.9	439GB	0GB	2.5	NA	8.7	10	10	0	0	10.7	11.2	15	28	34	82530	301	0.0		0.3	0.0	NA	revrange.t1	2025-12-24T16:34:30	9.9.3		14d3046a53
93255	356.7	439GB	0GB	2.2	NA	7.6	9	9	0	0	10.7	11.3	15	23	44	81867	301	0.0		0.3	0.0	NA	revrange.t1	2025-12-24T19:41:37	9.10.0		ae8fb3e500
92593	354.2	439GB	0GB	2.4	NA	8.2	10	10	0	0	10.8	11.5	15	27	34	11157	301	0.0		0.3	0.0	NA	revrange.t1	2025-12-24T22:48:35	9.11.2		461d7f4464
92911	355.4	439GB	0GB	2.4	NA	8.2	10	10	0	0	10.8	11.4	15	27	41	79258	301	0.0		0.3	0.0	NA	revrange.t1	2025-12-25T01:55:19	10.0.1		45f7473909
93538	357.8	439GB	0GB	2.4	NA	8.1	10	10	0	0	10.7	11.1	15	28	47	84775	301	0.0		0.3	0.0	NA	revrange.t1	2025-12-25T05:02:35	10.1.3		5823cf08d6
90271	345.3	439GB	0GB	2.6	NA	8.9	11	11	0	0	11.1	12.1	15	30	46	19500	301	0.0		0.3	0.0	NA	revrange.t1	2025-12-25T08:09:50	10.2.3		4a0a0f5ff4
93177	356.4	439GB	0GB	2.4	NA	8.3	246	10	0	0	10.7	11.3	15	30	47	87671	301	0.0		0.3	0.0	NA	revrange.t1	2025-12-25T11:16:46	10.3.4		a8b5e4a6b7
91295	349.2	439GB	0GB	2.5	NA	8.6	246	11	0	0	11.0	11.9	15	29	44	86263	301	0.0		0.3	0.0	NA	revrange.t1	2025-12-25T14:23:07	10.4.2		410c562319
91666	350.6	439GB	0GB	2.7	NA	9.3	250	11	0	0	10.9	11.8	15	29	47	91569	301	0.0		0.3	0.0	NA	revrange.t1	2025-12-25T17:30:18	10.5.5		f4bf18a60b
111959	428.3	439GB	0GB	0.7	NA	2.5	132	6	0	0	8.9	8.0	12	15	31	14788	301	0.0		0.3	0.0	NA	revrange.t1	2025-12-25T20:41:56	10.6.2		fae8a27fbd
69194	264.7	437GB	0GB	1.3	NA	4.3	192	7	0	0	14.5	12.6	20	22	33	9811	301	0.0		0.3	0.0	NA	revrange.t1	2025-12-25T23:48:14	10.7.6		bb4497729c
92800	355.0	437GB	0GB	2.3	NA	7.9	252	9	0	0	10.8	11.5	15	22	42	74259	301	0.0		0.3	0.0	NA	revrange.t1	2025-12-26T02:53:40	10.8.3		6bf472dace
92067	352.2	437GB	0GB	2.4	NA	8.1	261	9	0	0	10.9	11.7	15	29	47	115046	301	0.0		0.3	0.0	NA	revrange.t1	2025-12-26T05:58:45	10.9.1		5fbc1cd5bc
68797	263.2	437GB	0GB	1.3	NA	4.4	192	7	0	0	14.5	12.6	20	22	33	9187	301	0.0		0.3	0.0	NA	revrange.t1	2025-12-26T09:03:56	10.10.0		3798025699

ops_sec	mb_sec	lsm_sz	blob_sz	c_wgb	w_amp	c_mbps	c_wsecs	c_csecs	b_rgb	b_wgb	usec_op	p50	p99	p99.9	p99.99	pmax	uptime	stall%	Nstall	u_cpu	s_cpu	rss	test	date	version	job_id	githash
335863	134.5	483GB	0GB	669.0	9.5	1149.5	2752	2592	0	0	107.1	50.4	2520	5506	9191	41129	596	43.5		6.1	7.3	NA	overwritesome.t36.s0	2025-12-24T13:30:23	9.8.4		44e95d8af5
340441	136.4	483GB	0GB	676.6	9.6	1178.4	2763	2570	0	0	105.7	48.2	2514	5360	9055	45138	588	43.3		6.0	7.1	NA	overwritesome.t36.s0	2025-12-24T16:39:32	9.9.3		14d3046a53
339903	136.1	483GB	0GB	671.4	9.5	1167.7	2824	2617	0	0	105.9	49.7	2500	5432	9145	51624	589	42.3		6.1	7.2	NA	overwritesome.t36.s0	2025-12-24T19:46:39	9.10.0		ae8fb3e500
332876	133.3	483GB	0GB	678.9	9.6	1156.2	2852	2638	0	0	108.1	46.4	2571	5553	9281	49125	601	44.8		6.6	6.5	NA	overwritesome.t36.s0	2025-12-24T22:53:37	9.11.2		461d7f4464
339543	136.0	483GB	0GB	672.1	9.5	1167.5	2788	2568	0	0	106.0	47.4	2520	5501	9198	51328	589	42.8		6.5	6.6	NA	overwritesome.t36.s0	2025-12-25T02:00:21	10.0.1		45f7473909
330096	132.2	482GB	0GB	678.0	9.6	1145.0	2861	2638	0	0	109.0	47.1	2565	5721	9534	51230	606	44.1		6.6	6.6	NA	overwritesome.t36.s0	2025-12-25T05:07:37	10.1.3		5823cf08d6
334104	133.8	483GB	0GB	671.2	9.5	1147.3	2785	2566	0	0	107.7	46.9	2553	5604	9328	47659	599	43.9		6.6	6.5	NA	overwritesome.t36.s0	2025-12-25T08:14:51	10.2.3		4a0a0f5ff4
344762	138.1	483GB	0GB	673.3	9.5	1187.5	251	2743	7039	0	104.4	45.7	2519	5616	9449	53772	580	43.3		6.4	6.4	NA	overwritesome.t36.s0	2025-12-25T11:21:48	10.3.4		a8b5e4a6b7
342083	137.0	483GB	0GB	678.0	9.6	1186.6	250	2780	7103	0	105.2	46.9	2505	5420	9192	47207	585	42.5		6.5	6.5	NA	overwritesome.t36.s0	2025-12-25T14:28:09	10.4.2		410c562319
