sb.prepare.met.point-query.warm.range100.pk1
--- absolute
cpu/o		r/o	rKB/o	wKB/o	o/s	dbms
0.045018	0	0	0.016	289	x.my8036_rel.z10a_bee.pk1
--- relative to first result
1.03		1	1	1.15	0.97	x.my5631_rel.z10a_bee.pk1
1.04		1	1	0.74	0.96	x.my5641_rel.z10a_bee.pk1
1.04		1	1	0.85	0.96	x.my5651_rel.z10a_bee.pk1
0.84		1	1	0.18	1.22	x.my5710_rel.z10a_bee.pk1
0.84		1	1	0.15	1.22	x.my5720_rel.z10a_bee.pk1
0.85		1	1	0.26	1.20	x.my5730_rel.z10a_bee.pk1
0.87		1	1	0.36	1.16	x.my5744_rel.z10a_bee.pk1
0.95		1	1	0.23	1.08	x.my8013_rel.z10a_bee.pk1
0.95		1	1	0.15	1.07	x.my8014_rel.z10a_bee.pk1
0.94		1	1	0.26	1.07	x.my8020_rel.z10a_bee.pk1
0.99		1	1	1.21	1.02	x.my8028_rel.z10a_bee.pk1
1.02		1	1	0.44	0.98	x.my8035_rel.z10a_bee.pk1
1.03		1	1	0.41	0.97	x.my8036_rel.z10a_bee.pk1

sb.met.point-query.range100.pk1.dop1
--- absolute
cpu/o		r/o	rKB/o	wKB/o	o/s	dbms
0.000587	0	0	0.002	21974	x.my5621_rel.z10a_bee.pk1
0.000589	0	0	0.002	21961	x.my5631_rel.z10a_bee.pk1
0.000589	0	0	0.002	21979	x.my5641_rel.z10a_bee.pk1
0.000586	0	0	0.002	22003	x.my5651_rel.z10a_bee.pk1
0.000669	0	0	0	19694	x.my5710_rel.z10a_bee.pk1
0.000678	0	0	0	19440	x.my5720_rel.z10a_bee.pk1
0.000657	0	0	0	20157	x.my5730_rel.z10a_bee.pk1
0.000691	0	0	0	19035	x.my5744_rel.z10a_bee.pk1
0.000782	0	0	0	16943	x.my8013_rel.z10a_bee.pk1
0.000801	0	0	0	16626	x.my8014_rel.z10a_bee.pk1
0.000826	0	0	0	16017	x.my8020_rel.z10a_bee.pk1
0.000798	0	0	0	16475	x.my8028_rel.z10a_bee.pk1
0.000854	0	0	0	15381	x.my8035_rel.z10a_bee.pk1
0.000873	0	0	0	15150	x.my8036_rel.z10a_bee.pk1
--- relative to first result
1.00		1	1	1.00	1.00	x.my5631_rel.z10a_bee.pk1
1.00		1	1	1.00	1.00	x.my5641_rel.z10a_bee.pk1
1.00		1	1	1.00	1.00	x.my5651_rel.z10a_bee.pk1
1.14		1	1	0.00	0.90	x.my5710_rel.z10a_bee.pk1
1.16		1	1	0.00	0.88	x.my5720_rel.z10a_bee.pk1
1.12		1	1	0.00	0.92	x.my5730_rel.z10a_bee.pk1
1.18		1	1	0.00	0.87	x.my5744_rel.z10a_bee.pk1
1.33		1	1	0.00	0.77	x.my8013_rel.z10a_bee.pk1
1.36		1	1	0.00	0.76	x.my8014_rel.z10a_bee.pk1
1.41		1	1	0.00	0.73	x.my8020_rel.z10a_bee.pk1
1.36		1	1	0.00	0.75	x.my8028_rel.z10a_bee.pk1
1.45		1	1	0.00	0.70	x.my8035_rel.z10a_bee.pk1
1.49		1	1	0.00	0.69	x.my8036_rel.z10a_bee.pk1

sb.met.random-points.range10.pk1.dop1
--- absolute
cpu/o		r/o	rKB/o	wKB/o	o/s	dbms
0.001303	0	0	0.005	9700	x.my5621_rel.z10a_bee.pk1
0.001323	0	0	0.005	9380	x.my5631_rel.z10a_bee.pk1
0.001317	0	0	0.005	9434	x.my5641_rel.z10a_bee.pk1
0.001334	0	0	0.006	9363	x.my5651_rel.z10a_bee.pk1
0.001622	0	0	0	7741	x.my5710_rel.z10a_bee.pk1
0.001620	0	0	0	7749	x.my5720_rel.z10a_bee.pk1
0.001615	0	0	0	7830	x.my5730_rel.z10a_bee.pk1
0.001678	0	0	0	7497	x.my5744_rel.z10a_bee.pk1
0.001988	0	0	0	6301	x.my8013_rel.z10a_bee.pk1
0.001999	0	0	0	6283	x.my8014_rel.z10a_bee.pk1
0.002311	0	0	0	5919	x.my8020_rel.z10a_bee.pk1
0.001982	0	0	0	6293	x.my8028_rel.z10a_bee.pk1
0.002131	0	0	0	5908	x.my8035_rel.z10a_bee.pk1
0.002130	0	0	0	5944	x.my8036_rel.z10a_bee.pk1
--- relative to first result
1.02		1	1	1.00	0.97	x.my5631_rel.z10a_bee.pk1
1.01		1	1	1.00	0.97	x.my5641_rel.z10a_bee.pk1
1.02		1	1	1.20	0.97	x.my5651_rel.z10a_bee.pk1
1.24		1	1	0.00	0.80	x.my5710_rel.z10a_bee.pk1
1.24		1	1	0.00	0.80	x.my5720_rel.z10a_bee.pk1
1.24		1	1	0.00	0.81	x.my5730_rel.z10a_bee.pk1
1.29		1	1	0.00	0.77	x.my5744_rel.z10a_bee.pk1
1.53		1	1	0.00	0.65	x.my8013_rel.z10a_bee.pk1
1.53		1	1	0.00	0.65	x.my8014_rel.z10a_bee.pk1
1.77		1	1	0.00	0.61	x.my8020_rel.z10a_bee.pk1
1.52		1	1	0.00	0.65	x.my8028_rel.z10a_bee.pk1
1.64		1	1	0.00	0.61	x.my8035_rel.z10a_bee.pk1
1.63		1	1	0.00	0.61	x.my8036_rel.z10a_bee.pk1

sb.met.random-points.range100.pk1.dop1
--- absolute
cpu/o		r/o	rKB/o	wKB/o	o/s	dbms
0.007640	0	0	0.027	1591	x.my5621_rel.z10a_bee.pk1
0.007689	0	0	0.027	1580	x.my5631_rel.z10a_bee.pk1
0.007715	0	0	0.027	1569	x.my5641_rel.z10a_bee.pk1
0.007726	0	0	0.028	1571	x.my5651_rel.z10a_bee.pk1
0.009146	0	0	0	1331	x.my5710_rel.z10a_bee.pk1
0.008862	0	0	0	1360	x.my5720_rel.z10a_bee.pk1
0.008966	0	0	0	1353	x.my5730_rel.z10a_bee.pk1
0.009249	0	0	0	1317	x.my5744_rel.z10a_bee.pk1
0.010478	0	0	0	1167	x.my8013_rel.z10a_bee.pk1
0.010623	0	0	0	1144	x.my8014_rel.z10a_bee.pk1
0.011157	0	0	0	1090	x.my8020_rel.z10a_bee.pk1
0.011506	0	0	0	1040	x.my8028_rel.z10a_bee.pk1
0.011113	0	0	0	1101	x.my8035_rel.z10a_bee.pk1
0.010987	0	0	0	1106	x.my8036_rel.z10a_bee.pk1
--- relative to first result
1.01		1	1	1.00	0.99	x.my5631_rel.z10a_bee.pk1
1.01		1	1	1.00	0.99	x.my5641_rel.z10a_bee.pk1
1.01		1	1	1.04	0.99	x.my5651_rel.z10a_bee.pk1
1.20		1	1	0.00	0.84	x.my5710_rel.z10a_bee.pk1
1.16		1	1	0.00	0.85	x.my5720_rel.z10a_bee.pk1
1.17		1	1	0.00	0.85	x.my5730_rel.z10a_bee.pk1
1.21		1	1	0.00	0.83	x.my5744_rel.z10a_bee.pk1
1.37		1	1	0.00	0.73	x.my8013_rel.z10a_bee.pk1
1.39		1	1	0.00	0.72	x.my8014_rel.z10a_bee.pk1
1.46		1	1	0.00	0.69	x.my8020_rel.z10a_bee.pk1
1.51		1	1	0.00	0.65	x.my8028_rel.z10a_bee.pk1
1.45		1	1	0.00	0.69	x.my8035_rel.z10a_bee.pk1
1.44		1	1	0.00	0.70	x.my8036_rel.z10a_bee.pk1

sb.met.random-points.range1000.pk1.dop1
--- absolute
cpu/o		r/o	rKB/o	wKB/o	o/s	dbms
0.078523	0	0	0.172	160	x.my5621_rel.z10a_bee.pk1
0.078537	0	0	0.172	160	x.my5631_rel.z10a_bee.pk1
0.078748	0	0	0.173	160	x.my5641_rel.z10a_bee.pk1
0.079788	0	0	0.175	157	x.my5651_rel.z10a_bee.pk1
0.082518	0	0	0.001	154	x.my5710_rel.z10a_bee.pk1
0.078666	0	0	0	160	x.my5720_rel.z10a_bee.pk1
0.078858	0	0	0.001	158	x.my5730_rel.z10a_bee.pk1
0.082443	0	0	0.001	154	x.my5744_rel.z10a_bee.pk1
0.093200	0	0	0.001	135	x.my8013_rel.z10a_bee.pk1
0.095515	0	0	0.001	133	x.my8014_rel.z10a_bee.pk1
0.098992	0	0	0.001	129	x.my8020_rel.z10a_bee.pk1
0.220226	0	0	0.003	55	x.my8028_rel.z10a_bee.pk1
0.098614	0	0	0.002	129	x.my8035_rel.z10a_bee.pk1
0.097239	0	0	0.001	130	x.my8036_rel.z10a_bee.pk1
--- relative to first result
1.00		1	1	1.00	1.00	x.my5631_rel.z10a_bee.pk1
1.00		1	1	1.01	1.00	x.my5641_rel.z10a_bee.pk1
1.02		1	1	1.02	0.98	x.my5651_rel.z10a_bee.pk1
1.05		1	1	0.01	0.96	x.my5710_rel.z10a_bee.pk1
1.00		1	1	0.00	1.00	x.my5720_rel.z10a_bee.pk1
1.00		1	1	0.01	0.99	x.my5730_rel.z10a_bee.pk1
1.05		1	1	0.01	0.96	x.my5744_rel.z10a_bee.pk1
1.19		1	1	0.01	0.84	x.my8013_rel.z10a_bee.pk1
1.22		1	1	0.01	0.83	x.my8014_rel.z10a_bee.pk1
1.26		1	1	0.01	0.81	x.my8020_rel.z10a_bee.pk1
2.80		1	1	0.02	0.34	x.my8028_rel.z10a_bee.pk1
1.26		1	1	0.01	0.81	x.my8035_rel.z10a_bee.pk1
1.24		1	1	0.01	0.81	x.my8036_rel.z10a_bee.pk1

sb.met.hot-points.range100.pk1.dop1
--- absolute
cpu/o		r/o	rKB/o	wKB/o	o/s	dbms
0.004975	0	0	0.018	2444	x.my5621_rel.z10a_bee.pk1
0.005048	0	0	0.019	2385	x.my5631_rel.z10a_bee.pk1
0.005094	0	0	0.019	2371	x.my5641_rel.z10a_bee.pk1
0.005295	0	0	0.02	2303	x.my5651_rel.z10a_bee.pk1
0.005951	0	0	0	1999	x.my5710_rel.z10a_bee.pk1
0.005804	0	0	0	2076	x.my5720_rel.z10a_bee.pk1
0.005888	0	0	0	2039	x.my5730_rel.z10a_bee.pk1
0.006129	0	0	0	1960	x.my5744_rel.z10a_bee.pk1
0.007320	0	0	0	1673	x.my8013_rel.z10a_bee.pk1
0.007446	0	0	0	1631	x.my8014_rel.z10a_bee.pk1
0.007785	0	0	0	1571	x.my8020_rel.z10a_bee.pk1
0.008656	0	0	0	1401	x.my8028_rel.z10a_bee.pk1
0.007894	0	0	0	1528	x.my8035_rel.z10a_bee.pk1
0.007919	0	0	0	1539	x.my8036_rel.z10a_bee.pk1
--- relative to first result
1.01		1	1	1.06	0.98	x.my5631_rel.z10a_bee.pk1
1.02		1	1	1.06	0.97	x.my5641_rel.z10a_bee.pk1
1.06		1	1	1.11	0.94	x.my5651_rel.z10a_bee.pk1
1.20		1	1	0.00	0.82	x.my5710_rel.z10a_bee.pk1
1.17		1	1	0.00	0.85	x.my5720_rel.z10a_bee.pk1
1.18		1	1	0.00	0.83	x.my5730_rel.z10a_bee.pk1
1.23		1	1	0.00	0.80	x.my5744_rel.z10a_bee.pk1
1.47		1	1	0.00	0.68	x.my8013_rel.z10a_bee.pk1
1.50		1	1	0.00	0.67	x.my8014_rel.z10a_bee.pk1
1.56		1	1	0.00	0.64	x.my8020_rel.z10a_bee.pk1
1.74		1	1	0.00	0.57	x.my8028_rel.z10a_bee.pk1
1.59		1	1	0.00	0.63	x.my8035_rel.z10a_bee.pk1
1.59		1	1	0.00	0.63	x.my8036_rel.z10a_bee.pk1

sb.met.points-covered-pk.range100.pk1.dop1
--- absolute
cpu/o		r/o	rKB/o	wKB/o	o/s	dbms
0.007267	0	0	0.026	1650	x.my5621_rel.z10a_bee.pk1
0.007430	0	0	0.026	1624	x.my5631_rel.z10a_bee.pk1
0.007434	0	0	0.027	1621	x.my5641_rel.z10a_bee.pk1
0.007538	0	0	0.027	1611	x.my5651_rel.z10a_bee.pk1
0.008771	0	0	0	1377	x.my5710_rel.z10a_bee.pk1
0.008671	0	0	0	1403	x.my5720_rel.z10a_bee.pk1
0.008725	0	0	0	1396	x.my5730_rel.z10a_bee.pk1
0.009005	0	0	0	1352	x.my5744_rel.z10a_bee.pk1
0.009875	0	0	0	1209	x.my8013_rel.z10a_bee.pk1
0.010286	0	0	0	1186	x.my8014_rel.z10a_bee.pk1
0.010849	0	0	0	1131	x.my8020_rel.z10a_bee.pk1
0.011320	0	0	0	1078	x.my8028_rel.z10a_bee.pk1
0.010756	0	0	0	1138	x.my8035_rel.z10a_bee.pk1
0.010735	0	0	0	1139	x.my8036_rel.z10a_bee.pk1
--- relative to first result
1.02		1	1	1.00	0.98	x.my5631_rel.z10a_bee.pk1
1.02		1	1	1.04	0.98	x.my5641_rel.z10a_bee.pk1
1.04		1	1	1.04	0.98	x.my5651_rel.z10a_bee.pk1
1.21		1	1	0.00	0.83	x.my5710_rel.z10a_bee.pk1
1.19		1	1	0.00	0.85	x.my5720_rel.z10a_bee.pk1
1.20		1	1	0.00	0.85	x.my5730_rel.z10a_bee.pk1
1.24		1	1	0.00	0.82	x.my5744_rel.z10a_bee.pk1
1.36		1	1	0.00	0.73	x.my8013_rel.z10a_bee.pk1
1.42		1	1	0.00	0.72	x.my8014_rel.z10a_bee.pk1
1.49		1	1	0.00	0.69	x.my8020_rel.z10a_bee.pk1
1.56		1	1	0.00	0.65	x.my8028_rel.z10a_bee.pk1
1.48		1	1	0.00	0.69	x.my8035_rel.z10a_bee.pk1
1.48		1	1	0.00	0.69	x.my8036_rel.z10a_bee.pk1

sb.met.points-notcovered-pk.range100.pk1.dop1
--- absolute
cpu/o		r/o	rKB/o	wKB/o	o/s	dbms
0.007691	0	0	0.027	1584	x.my5621_rel.z10a_bee.pk1
0.007727	0	0	0.028	1560	x.my5631_rel.z10a_bee.pk1
0.007729	0	0	0.028	1561	x.my5641_rel.z10a_bee.pk1
0.007718	0	0	0.028	1557	x.my5651_rel.z10a_bee.pk1
0.009195	0	0	0	1326	x.my5710_rel.z10a_bee.pk1
0.009001	0	0	0	1349	x.my5720_rel.z10a_bee.pk1
0.009069	0	0	0	1341	x.my5730_rel.z10a_bee.pk1
0.009252	0	0	0	1304	x.my5744_rel.z10a_bee.pk1
0.010593	0	0	0	1153	x.my8013_rel.z10a_bee.pk1
0.010737	0	0	0	1137	x.my8014_rel.z10a_bee.pk1
0.011215	0	0	0	1082	x.my8020_rel.z10a_bee.pk1
0.011440	0	0	0	1028	x.my8028_rel.z10a_bee.pk1
0.011201	0	0	0	1089	x.my8035_rel.z10a_bee.pk1
0.011208	0	0	0	1089	x.my8036_rel.z10a_bee.pk1
--- relative to first result
1.00		1	1	1.04	0.98	x.my5631_rel.z10a_bee.pk1
1.00		1	1	1.04	0.99	x.my5641_rel.z10a_bee.pk1
1.00		1	1	1.04	0.98	x.my5651_rel.z10a_bee.pk1
1.20		1	1	0.00	0.84	x.my5710_rel.z10a_bee.pk1
1.17		1	1	0.00	0.85	x.my5720_rel.z10a_bee.pk1
1.18		1	1	0.00	0.85	x.my5730_rel.z10a_bee.pk1
1.20		1	1	0.00	0.82	x.my5744_rel.z10a_bee.pk1
1.38		1	1	0.00	0.73	x.my8013_rel.z10a_bee.pk1
1.40		1	1	0.00	0.72	x.my8014_rel.z10a_bee.pk1
1.46		1	1	0.00	0.68	x.my8020_rel.z10a_bee.pk1
1.49		1	1	0.00	0.65	x.my8028_rel.z10a_bee.pk1
1.46		1	1	0.00	0.69	x.my8035_rel.z10a_bee.pk1
1.46		1	1	0.00	0.69	x.my8036_rel.z10a_bee.pk1

sb.met.points-covered-si.range100.pk1.dop1
--- absolute
cpu/o		r/o	rKB/o	wKB/o	o/s	dbms
0.007344	0	0	0.026	1642	x.my5621_rel.z10a_bee.pk1
0.007568	0	0	0.027	1605	x.my5631_rel.z10a_bee.pk1
0.007613	0	0	0.027	1603	x.my5641_rel.z10a_bee.pk1
0.007616	0	0	0.027	1602	x.my5651_rel.z10a_bee.pk1
0.008301	0	0	0	1453	x.my5710_rel.z10a_bee.pk1
0.008112	0	0	0	1485	x.my5720_rel.z10a_bee.pk1
0.008230	0	0	0	1467	x.my5730_rel.z10a_bee.pk1
0.008567	0	0	0	1409	x.my5744_rel.z10a_bee.pk1
0.009040	0	0	0	1351	x.my8013_rel.z10a_bee.pk1
0.009253	0	0	0	1322	x.my8014_rel.z10a_bee.pk1
0.009507	0	0	0	1272	x.my8020_rel.z10a_bee.pk1
0.010127	0	0	0	1195	x.my8028_rel.z10a_bee.pk1
0.009534	0	0	0	1272	x.my8035_rel.z10a_bee.pk1
0.009403	0	0	0	1278	x.my8036_rel.z10a_bee.pk1
--- relative to first result
1.03		1	1	1.04	0.98	x.my5631_rel.z10a_bee.pk1
1.04		1	1	1.04	0.98	x.my5641_rel.z10a_bee.pk1
1.04		1	1	1.04	0.98	x.my5651_rel.z10a_bee.pk1
1.13		1	1	0.00	0.88	x.my5710_rel.z10a_bee.pk1
1.10		1	1	0.00	0.90	x.my5720_rel.z10a_bee.pk1
1.12		1	1	0.00	0.89	x.my5730_rel.z10a_bee.pk1
1.17		1	1	0.00	0.86	x.my5744_rel.z10a_bee.pk1
1.23		1	1	0.00	0.82	x.my8013_rel.z10a_bee.pk1
1.26		1	1	0.00	0.81	x.my8014_rel.z10a_bee.pk1
1.29		1	1	0.00	0.77	x.my8020_rel.z10a_bee.pk1
1.38		1	1	0.00	0.73	x.my8028_rel.z10a_bee.pk1
1.30		1	1	0.00	0.77	x.my8035_rel.z10a_bee.pk1
1.28		1	1	0.00	0.78	x.my8036_rel.z10a_bee.pk1

sb.met.points-notcovered-si.range100.pk1.dop1
--- absolute
cpu/o		r/o	rKB/o	wKB/o	o/s	dbms
0.012604	0	0	0.044	963	x.my5621_rel.z10a_bee.pk1
0.013005	0	0	0.045	941	x.my5631_rel.z10a_bee.pk1
0.012910	0	0	0.045	938	x.my5641_rel.z10a_bee.pk1
0.012987	0	0	0.046	932	x.my5651_rel.z10a_bee.pk1
0.014860	0	0	0	822	x.my5710_rel.z10a_bee.pk1
0.014552	0	0	0	841	x.my5720_rel.z10a_bee.pk1
0.014621	0	0	0	835	x.my5730_rel.z10a_bee.pk1
0.015200	0	0	0	802	x.my5744_rel.z10a_bee.pk1
0.015905	0	0	0	759	x.my8013_rel.z10a_bee.pk1
0.015990	0	0	0	743	x.my8014_rel.z10a_bee.pk1
0.017368	0	0	0	705	x.my8020_rel.z10a_bee.pk1
0.017301	0	0	0	707	x.my8028_rel.z10a_bee.pk1
0.017179	0	0	0	712	x.my8035_rel.z10a_bee.pk1
0.017016	0	0	0	719	x.my8036_rel.z10a_bee.pk1
--- relative to first result
1.03		1	1	1.02	0.98	x.my5631_rel.z10a_bee.pk1
1.02		1	1	1.02	0.97	x.my5641_rel.z10a_bee.pk1
1.03		1	1	1.05	0.97	x.my5651_rel.z10a_bee.pk1
1.18		1	1	0.00	0.85	x.my5710_rel.z10a_bee.pk1
1.15		1	1	0.00	0.87	x.my5720_rel.z10a_bee.pk1
1.16		1	1	0.00	0.87	x.my5730_rel.z10a_bee.pk1
1.21		1	1	0.00	0.83	x.my5744_rel.z10a_bee.pk1
1.26		1	1	0.00	0.79	x.my8013_rel.z10a_bee.pk1
1.27		1	1	0.00	0.77	x.my8014_rel.z10a_bee.pk1
1.38		1	1	0.00	0.73	x.my8020_rel.z10a_bee.pk1
1.37		1	1	0.00	0.73	x.my8028_rel.z10a_bee.pk1
1.36		1	1	0.00	0.74	x.my8035_rel.z10a_bee.pk1
1.35		1	1	0.00	0.75	x.my8036_rel.z10a_bee.pk1

sb.met.range-covered-pk.range100.pk1.dop1
--- absolute
cpu/o		r/o	rKB/o	wKB/o	o/s	dbms
0.001365	0	0	0.006	9162	x.my5621_rel.z10a_bee.pk1
0.001426	0	0	0.006	8765	x.my5631_rel.z10a_bee.pk1
0.001436	0	0	0.006	8633	x.my5641_rel.z10a_bee.pk1
0.001451	0	0	0.006	8597	x.my5651_rel.z10a_bee.pk1
0.001713	0	0	0	7419	x.my5710_rel.z10a_bee.pk1
0.001717	0	0	0	7373	x.my5720_rel.z10a_bee.pk1
0.001728	0	0	0	7350	x.my5730_rel.z10a_bee.pk1
0.001802	0	0	0	6955	x.my5744_rel.z10a_bee.pk1
0.001937	0	0	0	6575	x.my8013_rel.z10a_bee.pk1
0.001977	0	0	0	6326	x.my8014_rel.z10a_bee.pk1
0.002040	0	0	0	6162	x.my8020_rel.z10a_bee.pk1
0.002047	0	0	0	6080	x.my8028_rel.z10a_bee.pk1
0.002200	0	0	0	5666	x.my8035_rel.z10a_bee.pk1
0.002211	0	0	0	5647	x.my8036_rel.z10a_bee.pk1
--- relative to first result
1.04		1	1	1.00	0.96	x.my5631_rel.z10a_bee.pk1
1.05		1	1	1.00	0.94	x.my5641_rel.z10a_bee.pk1
1.06		1	1	1.00	0.94	x.my5651_rel.z10a_bee.pk1
1.25		1	1	0.00	0.81	x.my5710_rel.z10a_bee.pk1
1.26		1	1	0.00	0.80	x.my5720_rel.z10a_bee.pk1
1.27		1	1	0.00	0.80	x.my5730_rel.z10a_bee.pk1
1.32		1	1	0.00	0.76	x.my5744_rel.z10a_bee.pk1
1.42		1	1	0.00	0.72	x.my8013_rel.z10a_bee.pk1
1.45		1	1	0.00	0.69	x.my8014_rel.z10a_bee.pk1
1.49		1	1	0.00	0.67	x.my8020_rel.z10a_bee.pk1
1.50		1	1	0.00	0.66	x.my8028_rel.z10a_bee.pk1
1.61		1	1	0.00	0.62	x.my8035_rel.z10a_bee.pk1
1.62		1	1	0.00	0.62	x.my8036_rel.z10a_bee.pk1

sb.met.range-notcovered-pk.range100.pk1.dop1
--- absolute
cpu/o		r/o	rKB/o	wKB/o	o/s	dbms
0.001514	0	0	0.006	8224	x.my5621_rel.z10a_bee.pk1
0.001608	0	0	0.006	7759	x.my5631_rel.z10a_bee.pk1
0.001616	0	0	0.006	7646	x.my5641_rel.z10a_bee.pk1
0.001623	0	0	0.006	7650	x.my5651_rel.z10a_bee.pk1
0.001947	0	0	0	6408	x.my5710_rel.z10a_bee.pk1
0.001968	0	0	0	6335	x.my5720_rel.z10a_bee.pk1
0.001953	0	0	0	6383	x.my5730_rel.z10a_bee.pk1
0.002045	0	0	0	6075	x.my5744_rel.z10a_bee.pk1
0.002311	0	0	0	5404	x.my8013_rel.z10a_bee.pk1
0.002318	0	0	0	5402	x.my8014_rel.z10a_bee.pk1
0.002323	0	0	0	5402	x.my8020_rel.z10a_bee.pk1
0.002379	0	0	0	5249	x.my8028_rel.z10a_bee.pk1
0.002449	0	0	0	5103	x.my8035_rel.z10a_bee.pk1
0.002506	0	0	0	5003	x.my8036_rel.z10a_bee.pk1
--- relative to first result
1.06		1	1	1.00	0.94	x.my5631_rel.z10a_bee.pk1
1.07		1	1	1.00	0.93	x.my5641_rel.z10a_bee.pk1
1.07		1	1	1.00	0.93	x.my5651_rel.z10a_bee.pk1
1.29		1	1	0.00	0.78	x.my5710_rel.z10a_bee.pk1
1.30		1	1	0.00	0.77	x.my5720_rel.z10a_bee.pk1
1.29		1	1	0.00	0.78	x.my5730_rel.z10a_bee.pk1
1.35		1	1	0.00	0.74	x.my5744_rel.z10a_bee.pk1
1.53		1	1	0.00	0.66	x.my8013_rel.z10a_bee.pk1
1.53		1	1	0.00	0.66	x.my8014_rel.z10a_bee.pk1
1.53		1	1	0.00	0.66	x.my8020_rel.z10a_bee.pk1
1.57		1	1	0.00	0.64	x.my8028_rel.z10a_bee.pk1
1.62		1	1	0.00	0.62	x.my8035_rel.z10a_bee.pk1
1.66		1	1	0.00	0.61	x.my8036_rel.z10a_bee.pk1

sb.met.range-covered-si.range100.pk1.dop1
--- absolute
cpu/o		r/o	rKB/o	wKB/o	o/s	dbms
0.001318	0	0	0.005	9506	x.my5621_rel.z10a_bee.pk1
0.001352	0	0	0.006	9228	x.my5631_rel.z10a_bee.pk1
0.001381	0	0	0.006	9015	x.my5641_rel.z10a_bee.pk1
0.001391	0	0	0.006	8984	x.my5651_rel.z10a_bee.pk1
0.001626	0	0	0	7730	x.my5710_rel.z10a_bee.pk1
0.001613	0	0	0	7778	x.my5720_rel.z10a_bee.pk1
0.001623	0	0	0	7746	x.my5730_rel.z10a_bee.pk1
0.001729	0	0	0	7289	x.my5744_rel.z10a_bee.pk1
0.001809	0	0	0	6956	x.my8013_rel.z10a_bee.pk1
0.001872	0	0	0	6738	x.my8014_rel.z10a_bee.pk1
0.001902	0	0	0	6635	x.my8020_rel.z10a_bee.pk1
0.001935	0	0	0	6519	x.my8028_rel.z10a_bee.pk1
0.002074	0	0	0	6065	x.my8035_rel.z10a_bee.pk1
0.002109	0	0	0	5983	x.my8036_rel.z10a_bee.pk1
--- relative to first result
1.03		1	1	1.20	0.97	x.my5631_rel.z10a_bee.pk1
1.05		1	1	1.20	0.95	x.my5641_rel.z10a_bee.pk1
1.06		1	1	1.20	0.95	x.my5651_rel.z10a_bee.pk1
1.23		1	1	0.00	0.81	x.my5710_rel.z10a_bee.pk1
1.22		1	1	0.00	0.82	x.my5720_rel.z10a_bee.pk1
1.23		1	1	0.00	0.81	x.my5730_rel.z10a_bee.pk1
1.31		1	1	0.00	0.77	x.my5744_rel.z10a_bee.pk1
1.37		1	1	0.00	0.73	x.my8013_rel.z10a_bee.pk1
1.42		1	1	0.00	0.71	x.my8014_rel.z10a_bee.pk1
1.44		1	1	0.00	0.70	x.my8020_rel.z10a_bee.pk1
1.47		1	1	0.00	0.69	x.my8028_rel.z10a_bee.pk1
1.57		1	1	0.00	0.64	x.my8035_rel.z10a_bee.pk1
1.60		1	1	0.00	0.63	x.my8036_rel.z10a_bee.pk1

sb.met.range-notcovered-si.range100.pk1.dop1
--- absolute
cpu/o		r/o	rKB/o	wKB/o	o/s	dbms
0.006351	0	0	0.023	1931	x.my5621_rel.z10a_bee.pk1
0.006495	0	0	0.023	1886	x.my5631_rel.z10a_bee.pk1
0.006505	0	0	0.023	1885	x.my5641_rel.z10a_bee.pk1
0.006596	0	0	0.023	1858	x.my5651_rel.z10a_bee.pk1
0.007826	0	0	0	1573	x.my5710_rel.z10a_bee.pk1
0.007604	0	0	0	1619	x.my5720_rel.z10a_bee.pk1
0.007694	0	0	0	1601	x.my5730_rel.z10a_bee.pk1
0.007914	0	0	0	1553	x.my5744_rel.z10a_bee.pk1
0.008374	0	0	0	1453	x.my8013_rel.z10a_bee.pk1
0.008569	0	0	0	1416	x.my8014_rel.z10a_bee.pk1
0.008960	0	0	0	1360	x.my8020_rel.z10a_bee.pk1
0.008343	0	0	0	1458	x.my8028_rel.z10a_bee.pk1
0.008984	0	0	0	1354	x.my8035_rel.z10a_bee.pk1
0.008932	0	0	0	1363	x.my8036_rel.z10a_bee.pk1
--- relative to first result
1.02		1	1	1.00	0.98	x.my5631_rel.z10a_bee.pk1
1.02		1	1	1.00	0.98	x.my5641_rel.z10a_bee.pk1
1.04		1	1	1.00	0.96	x.my5651_rel.z10a_bee.pk1
1.23		1	1	0.00	0.81	x.my5710_rel.z10a_bee.pk1
1.20		1	1	0.00	0.84	x.my5720_rel.z10a_bee.pk1
1.21		1	1	0.00	0.83	x.my5730_rel.z10a_bee.pk1
1.25		1	1	0.00	0.80	x.my5744_rel.z10a_bee.pk1
1.32		1	1	0.00	0.75	x.my8013_rel.z10a_bee.pk1
1.35		1	1	0.00	0.73	x.my8014_rel.z10a_bee.pk1
1.41		1	1	0.00	0.70	x.my8020_rel.z10a_bee.pk1
1.31		1	1	0.00	0.76	x.my8028_rel.z10a_bee.pk1
1.41		1	1	0.00	0.70	x.my8035_rel.z10a_bee.pk1
1.41		1	1	0.00	0.71	x.my8036_rel.z10a_bee.pk1

sb.met.scan.range100.pk1.dop1
--- absolute
cpu/o		r/o	rKB/o	wKB/o	o/s	dbms
0.000003	0	0	0	3875218	x.my5621_rel.z10a_bee.pk1
0.000004	0	0	0	3412038	x.my5631_rel.z10a_bee.pk1
0.000004	0	0	0	3354241	x.my5641_rel.z10a_bee.pk1
