col-1 : x.pg1419_o2nofp.x10a_c8r32.pk1
col-2 : x.pg1420_o2nofp.x10a_c8r32.pk1

col-1	col-2
4916	4921	hot-points_range=100
26693	26311	point-query_range=100
2513	2484	points-covered-pk_range=100
2554	2497	points-covered-si_range=100
2011	2015	points-notcovered-pk_range=100
2009	2002	points-notcovered-si_range=100
227	229	random-points_range=1000
2054	2028	random-points_range=100
12413	12271	random-points_range=10
11692	11584	range-covered-pk_range=100
10774	10709	range-covered-si_range=100
7460	7457	range-notcovered-pk_range=100
5003	5003	range-notcovered-si_range=100
2202	2233	read-only-count_range=1000
6232	6248	read-only-distinct_range=1000
6488	6501	read-only-order_range=1000
324	326	read-only_range=10000
15227	15203	read-only_range=100
22237	22010	read-only_range=10
12366	12382	read-only-simple_range=1000
15036	15188	read-only-sum_range=1000
3391	3056	scan_range=100
3358	2995	scan.warm_range=100
21928	21740	delete_range=100
13930	13948	insert_range=100
15514	15426	read-write_range=100
20944	20684	read-write_range=10
15397	15138	update-index_range=100
7043	6950	update-inlist_range=100
17201	16939	update-nonindex_range=100
18591	18277	update-one_range=100
16855	16601	update-zipf_range=100
22900	22648	write-only_range=10000
