hot-points_range=100,9566,9482
point-query_range=100,26916,26972
points-covered-pk_range=100,2513,2485
points-covered-si_range=100,2523,2497
points-notcovered-pk_range=100,2017,2013
points-notcovered-si_range=100,2010,2007
random-points_range=1000,226,231
random-points_range=100,2054,2032
random-points_range=10,12341,12322
range-covered-pk_range=100,11594,11481
range-covered-si_range=100,10579,10469
range-notcovered-pk_range=100,7481,7437
range-notcovered-si_range=100,5097,5040
read-only-count_range=1000,2198,2223
read-only-distinct_range=1000,6398,6403
read-only-order_range=1000,6907,6861
read-only_range=10000,342,342
read-only_range=100,15529,15404
read-only_range=10,22536,22149
read-only-simple_range=1000,12633,12528
read-only-sum_range=1000,15308,15297
scan_range=100,3013,3080
scan.warm_range=100,3006,3060
delete_range=100,24163,24007
insert_range=100,15046,15148
read-write_range=100,15835,15657
read-write_range=10,21445,21057
update-index_range=100,16810,16641
update-inlist_range=100,7046,7061
update-nonindex_range=100,18880,18669
update-one_range=100,20364,20125
update-zipf_range=100,18998,18826
write-only_range=10000,24248,24134
