col-1 : x.pg176_o2nofp.x10a_c8r32.pk1
col-2 : x.pg177_o2nofp.x10a_c8r32.pk1

col-1	col-2
9566	9482	hot-points_range=100
26916	26972	point-query_range=100
2513	2485	points-covered-pk_range=100
2523	2497	points-covered-si_range=100
2017	2013	points-notcovered-pk_range=100
2010	2007	points-notcovered-si_range=100
226	231	random-points_range=1000
2054	2032	random-points_range=100
12341	12322	random-points_range=10
11594	11481	range-covered-pk_range=100
10579	10469	range-covered-si_range=100
7481	7437	range-notcovered-pk_range=100
5097	5040	range-notcovered-si_range=100
2198	2223	read-only-count_range=1000
6398	6403	read-only-distinct_range=1000
6907	6861	read-only-order_range=1000
342	342	read-only_range=10000
15529	15404	read-only_range=100
22536	22149	read-only_range=10
12633	12528	read-only-simple_range=1000
15308	15297	read-only-sum_range=1000
3013	3080	scan_range=100
3006	3060	scan.warm_range=100
24163	24007	delete_range=100
15046	15148	insert_range=100
15835	15657	read-write_range=100
21445	21057	read-write_range=10
16810	16641	update-index_range=100
7046	7061	update-inlist_range=100
18880	18669	update-nonindex_range=100
20364	20125	update-one_range=100
18998	18826	update-zipf_range=100
24248	24134	write-only_range=10000
