hot-points_range=100,9615,9544
point-query_range=100,27066,26871
points-covered-pk_range=100,2550,2535
points-covered-si_range=100,2556,2560
points-notcovered-pk_range=100,2038,2033
points-notcovered-si_range=100,2040,2003
random-points_range=1000,231,231
random-points_range=100,2074,2049
random-points_range=10,12375,12327
range-covered-pk_range=100,11436,11335
range-covered-si_range=100,10603,10492
range-notcovered-pk_range=100,7476,7463
range-notcovered-si_range=100,5063,5046
read-only-count_range=1000,2229,2181
read-only-distinct_range=1000,6439,6372
read-only-order_range=1000,6870,6774
read-only_range=10000,344,343
read-only_range=100,15338,15161
read-only_range=10,22098,21978
read-only-simple_range=1000,12711,12622
read-only-sum_range=1000,15260,15199
scan_range=100,3135,3196
scan.warm_range=100,3111,3172
delete_range=100,24070,23867
insert_range=100,14865,14665
read-write_range=100,15701,15539
read-write_range=10,21035,20930
update-index_range=100,16680,16449
update-inlist_range=100,6996,6984
update-nonindex_range=100,18608,18500
update-one_range=100,20088,19867
update-zipf_range=100,18869,18686
write-only_range=10000,24288,23891
