col-1 : x.pg1514_o2nofp.x10a_c8r32.pk1
col-2 : x.pg1515_o2nofp.x10a_c8r32.pk1

col-1	col-2
4918	5033	hot-points_range=100
26686	26249	point-query_range=100
2513	2559	points-covered-pk_range=100
2539	2537	points-covered-si_range=100
2017	2033	points-notcovered-pk_range=100
2023	2024	points-notcovered-si_range=100
230	234	random-points_range=1000
2043	2046	random-points_range=100
12393	12384	random-points_range=10
11680	11599	range-covered-pk_range=100
10692	10632	range-covered-si_range=100
7534	7454	range-notcovered-pk_range=100
5013	5004	range-notcovered-si_range=100
2172	2225	read-only-count_range=1000
6393	6424	read-only-distinct_range=1000
6729	6673	read-only-order_range=1000
334	333	read-only_range=10000
15250	15156	read-only_range=100
22211	22053	read-only_range=10
12553	12364	read-only-simple_range=1000
15019	15168	read-only-sum_range=1000
3093	3052	scan_range=100
3040	3001	scan.warm_range=100
21632	21538	delete_range=100
13809	13834	insert_range=100
15516	15323	read-write_range=100
20976	20713	read-write_range=10
15562	15352	update-index_range=100
6992	7027	update-inlist_range=100
17346	16989	update-nonindex_range=100
18757	18329	update-one_range=100
17045	16662	update-zipf_range=100
23058	22661	write-only_range=10000
