col-1 : x.pg180_o2nofp.x10b_c8r32.pk1
col-2 : x.pg181_o2nofp.x10b_c8r32.pk1

col-1	col-2
9615	9544	hot-points_range=100
27066	26871	point-query_range=100
2550	2535	points-covered-pk_range=100
2556	2560	points-covered-si_range=100
2038	2033	points-notcovered-pk_range=100
2040	2003	points-notcovered-si_range=100
231	231	random-points_range=1000
2074	2049	random-points_range=100
12375	12327	random-points_range=10
11436	11335	range-covered-pk_range=100
10603	10492	range-covered-si_range=100
7476	7463	range-notcovered-pk_range=100
5063	5046	range-notcovered-si_range=100
2229	2181	read-only-count_range=1000
6439	6372	read-only-distinct_range=1000
6870	6774	read-only-order_range=1000
344	343	read-only_range=10000
15338	15161	read-only_range=100
22098	21978	read-only_range=10
12711	12622	read-only-simple_range=1000
15260	15199	read-only-sum_range=1000
3135	3196	scan_range=100
3111	3172	scan.warm_range=100
24070	23867	delete_range=100
14865	14665	insert_range=100
15701	15539	read-write_range=100
21035	20930	read-write_range=10
16680	16449	update-index_range=100
6996	6984	update-inlist_range=100
18608	18500	update-nonindex_range=100
20088	19867	update-one_range=100
18869	18686	update-zipf_range=100
24288	23891	write-only_range=10000
