hot-points_range=100,4957,4984
point-query_range=100,26166,26370
points-covered-pk_range=100,2535,2518
points-covered-si_range=100,2577,2563
points-notcovered-pk_range=100,2016,2019
points-notcovered-si_range=100,1998,1993
random-points_range=1000,231,231
random-points_range=100,2053,2048
random-points_range=10,12328,12319
range-covered-pk_range=100,11610,11517
range-covered-si_range=100,10803,10733
range-notcovered-pk_range=100,7452,7414
range-notcovered-si_range=100,5027,4993
read-only-count_range=1000,2243,2184
read-only-distinct_range=1000,6227,6239
read-only-order_range=1000,6477,6481
read-only_range=10000,324,319
read-only_range=100,15206,15106
read-only_range=10,22245,22064
read-only-simple_range=1000,12422,12244
read-only-sum_range=1000,15190,15028
scan_range=100,2614,2836
scan.warm_range=100,2411,2874
delete_range=100,21578,21402
insert_range=100,13976,13995
read-write_range=100,15354,15363
read-write_range=10,20708,20626
update-index_range=100,15397,15267
update-inlist_range=100,6395,6400
update-nonindex_range=100,16835,16331
update-one_range=100,18930,19016
update-zipf_range=100,16349,16137
write-only_range=10000,22397,22532
