col-1 : x.pg1610_o2nofp.x10a_c8r32.pk1
col-2 : x.pg1611_o2nofp.x10a_c8r32.pk1

col-1	col-2
5117	4932	hot-points_range=100
26486	26863	point-query_range=100
2604	2576	points-covered-pk_range=100
2618	2570	points-covered-si_range=100
2073	2052	points-notcovered-pk_range=100
2060	2024	points-notcovered-si_range=100
237	234	random-points_range=1000
2089	2069	random-points_range=100
12520	12507	random-points_range=10
11729	11660	range-covered-pk_range=100
10721	10680	range-covered-si_range=100
7552	7564	range-notcovered-pk_range=100
5056	5050	range-notcovered-si_range=100
2272	2271	read-only-count_range=1000
6471	6479	read-only-distinct_range=1000
6753	6745	read-only-order_range=1000
343	342	read-only_range=10000
15351	15454	read-only_range=100
21957	22433	read-only_range=10
12577	12705	read-only-simple_range=1000
15362	15553	read-only-sum_range=1000
3085	2736	scan_range=100
3040	2694	scan.warm_range=100
22003	21961	delete_range=100
13844	13847	insert_range=100
15601	15585	read-write_range=100
20967	20976	read-write_range=10
15448	15522	update-index_range=100
7003	6968	update-inlist_range=100
17261	17331	update-nonindex_range=100
18694	18802	update-one_range=100
16932	16900	update-zipf_range=100
22491	22741	write-only_range=10000
