hot-points_range=100,112125,114923,113359
point-query_range=100,965313,980134,988291
points-covered-pk_range=100,84649,87770,88409
points-covered-si_range=100,84696,87598,87516
points-notcovered-pk_range=100,68763,70651,71127
points-notcovered-si_range=100,68040,69489,70053
random-points_range=1000,7687,7846,7892
random-points_range=100,69737,71569,71972
random-points_range=10,449596,466662,464809
range-covered-pk_range=100,378999,410514,409473
range-covered-si_range=100,361875,397194,396793
range-notcovered-pk_range=100,200078,204216,206027
range-notcovered-si_range=100,156714,160803,163064
read-only_range=1000,87463,87823,87753
read-only_range=100,481584,491946,493207
read-only_range=10,810433,841832,849624
read-only_range=16000,3807,4234,4237
read-only_range=2000,43491,43689,43506
read-only_range=32000,2080,2137,2173
read-only_range=4000,20779,20854,20756
read-only_range=8000,9895,9302,9398
scan_range=100,98700,98600,98700
delete_range=100,336776,534495,522724
insert_range=100,313730,336563,343379
read-write_range=100,480450,492850,497385
read-write_range=10,682840,711175,704499
update-index_range=100,134750,175738,173860
update-inlist_range=100,81087,109849,111482
update-nonindex_range=100,113457,204211,198429
update-one_range=100,32016,54621,55357
update-zipf_range=100,148370,253420,232522
write-only_range=10000,390803,455072,441944
