Relative to: x.pg1023_o2nofp.x10a_c32r128.pk1
col-1 : x.pg110_o2nofp.x10a_c32r128.pk1
col-2 : x.pg1110_o2nofp.x10a_c32r128.pk1

col-1	col-2
1.02	1.01	hot-points_range=100
1.02	1.02	point-query_range=100
1.04	1.04	points-covered-pk_range=100
1.03	1.03	points-covered-si_range=100
1.03	1.03	points-notcovered-pk_range=100
1.02	1.03	points-notcovered-si_range=100
1.02	1.03	random-points_range=1000
1.03	1.03	random-points_range=100
1.04	1.03	random-points_range=10
1.08	1.08	range-covered-pk_range=100
1.10	1.10	range-covered-si_range=100
1.02	1.03	range-notcovered-pk_range=100
1.03	1.04	range-notcovered-si_range=100
1.00	1.00	read-only_range=1000
1.02	1.02	read-only_range=100
1.04	1.05	read-only_range=10
1.11	1.11	read-only_range=16000
1.00	1.00	read-only_range=2000
1.03	1.04	read-only_range=32000
1.00	1.00	read-only_range=4000
0.94	0.95	read-only_range=8000
1.00	1.00	scan_range=100
1.59	1.55	delete_range=100
1.07	1.09	insert_range=100
1.03	1.04	read-write_range=100
1.04	1.03	read-write_range=10
1.30	1.29	update-index_range=100
1.35	1.37	update-inlist_range=100
1.80	1.75	update-nonindex_range=100
1.71	1.73	update-one_range=100
1.71	1.57	update-zipf_range=100
1.16	1.13	write-only_range=10000
