90600,1350.4,0.0,1,fsync=0_16K
90600,1350.4,0.0,1,fsync=0_16K
89800,1339.0,2.9,4,fsync=1_16K
89800,1339.0,3.0,4,fsync=1_16K
90600,1350.4,0.0,1,fdatasync=0_16K
90700,1350.4,0.0,1,fdatasync=0_16K
90600,1351.4,1.1,4,fdatasync=1_16K
90600,1350.4,1.1,4,fdatasync=1_16K
706,1350.4,0.0,1,fsync=0_2M
706,1350.4,0.0,1,fsync=0_2M
704,1348.5,704.0,4,fsync=1_2M
704,1348.5,706.3,4,fsync=1_2M
705,1350.4,0.0,1,fdatasync=0_2M
706,1350.4,0.0,1,fdatasync=0_2M
705,1350.4,4.9,4,fdatasync=1_2M
706,1350.4,20.9,4,fdatasync=1_2M
