90600,1350.4,0.0,1,fsync=0_16K
90700,1349.4,0.0,1,fsync=0_16K
90000,1339.9,6.4,8,fsync=1_16K
89800,1339.0,6.3,8,fsync=1_16K
90700,1351.4,0.0,1,fdatasync=0_16K
90600,1348.5,0.0,1,fdatasync=0_16K
90600,1350.4,1.1,8,fdatasync=1_16K
90700,1349.4,1.0,8,fdatasync=1_16K
704,1350.4,0.0,1,fsync=0_2M
704,1350.4,0.0,1,fsync=0_2M
704,1350.4,1422.5,8,fsync=1_2M
704,1350.4,1425.5,8,fsync=1_2M
704,1350.4,0.0,1,fdatasync=0_2M
704,1350.4,0.0,1,fdatasync=0_2M
704,1350.4,5.2,8,fdatasync=1_2M
704,1350.4,42.5,8,fdatasync=1_2M
