90600,1349.4,0.0,1,fsync=0_16K
90600,1350.4,0.0,1,fsync=0_16K
87300,1300.8,1.6,2,fsync=1_16K
86600,1290.3,1.5,2,fsync=1_16K
90600,1350.4,0.0,1,fdatasync=0_16K
90700,1350.4,0.0,1,fdatasync=0_16K
89400,1331.3,0.7,2,fdatasync=1_16K
89400,1333.2,0.7,2,fdatasync=1_16K
707,1350.4,0.0,1,fsync=0_2M
707,1350.4,0.0,1,fsync=0_2M
704,1346.6,293.5,2,fsync=1_2M
704,1346.6,280.3,2,fsync=1_2M
707,1350.4,0.0,1,fdatasync=0_2M
708,1350.4,0.0,1,fdatasync=0_2M
707,1350.4,2.8,2,fdatasync=1_2M
707,1350.4,5.6,2,fdatasync=1_2M
