hot-points_range=100,0.99,0.99,1.00,1.00,1.01,1.00,1.00
point-query_range=100,0.99,0.98,0.98,0.98,0.99,0.99,0.98
points-covered-pk_range=100,1.00,0.99,1.00,0.99,1.01,0.99,1.00
points-covered-si_range=100,1.00,1.01,1.04,1.00,1.04,1.02,1.02
points-notcovered-pk_range=100,1.00,1.00,1.00,1.00,1.00,0.99,1.00
points-notcovered-si_range=100,1.00,1.00,1.02,0.99,1.01,1.00,1.00
random-points_range=1000,1.00,0.99,0.99,1.00,1.00,1.00,1.00
random-points_range=100,1.00,1.00,1.00,1.00,1.00,1.00,1.01
random-points_range=10,1.00,1.00,1.01,1.01,1.02,1.01,1.00
range-covered-pk_range=100,0.99,0.98,0.97,0.97,0.98,0.99,0.97
range-covered-si_range=100,1.00,0.98,0.98,0.98,0.99,0.99,0.98
range-notcovered-pk_range=100,0.99,0.99,0.99,0.99,0.99,0.99,0.99
range-notcovered-si_range=100,0.99,1.00,1.00,1.00,1.00,1.00,1.01
read-only-count_range=1000,0.99,1.00,1.00,1.00,1.00,1.00,1.01
read-only-distinct_range=1000,1.01,1.01,1.00,1.01,1.01,1.01,1.01
read-only-order_range=1000,0.99,1.00,1.00,1.00,1.00,1.00,1.00
read-only_range=10000,0.98,1.01,1.01,1.01,1.01,1.01,1.01
read-only_range=100,0.99,0.99,0.99,1.00,1.00,1.00,1.00
read-only_range=10,0.99,0.97,0.98,0.98,0.99,0.98,0.98
read-only-simple_range=1000,1.00,1.00,0.99,1.00,1.00,1.00,1.00
read-only-sum_range=1000,1.00,1.00,1.00,1.00,1.00,1.00,1.00
scan_range=100,1.00,1.02,1.07,1.14,1.01,1.02,1.02
scan.warm_range=100,1.00,1.02,1.09,1.14,1.01,1.02,1.02
delete_range=100,0.98,0.96,0.97,0.98,0.97,0.97,0.97
insert_range=100,0.99,0.99,0.98,1.01,0.99,1.00,0.99
read-write_range=100,0.99,0.99,0.98,0.98,1.00,0.99,0.98
read-write_range=10,0.99,0.98,0.98,0.98,0.98,0.99,1.01
update-index_range=100,0.98,0.96,0.97,0.97,0.96,0.97,0.96
update-inlist_range=100,1.01,1.02,1.02,1.01,1.02,1.03,1.01
update-nonindex_range=100,0.97,0.96,0.97,0.97,0.99,0.97,0.94
update-one_range=100,0.96,0.97,0.95,0.88,0.98,0.94,0.94
update-zipf_range=100,0.96,0.94,0.93,0.95,0.95,0.97,0.96
write-only_range=10000,1.00,0.99,0.99,0.97,1.00,1.00,0.95
