hot-points_range=100,5277,5817,5889
point-query_range=100,28928,30265,30340
points-covered-pk_range=100,2675,2779,2823
points-covered-si_range=100,2664,2748,2810
points-notcovered-pk_range=100,2050,2115,2143
points-notcovered-si_range=100,2019,2067,2109
random-points_range=1000,238,245,248
random-points_range=100,2089,2159,2161
random-points_range=10,13107,13618,13703
range-covered-pk_range=100,12650,14081,14092
range-covered-si_range=100,11281,12872,12910
range-notcovered-pk_range=100,7776,8357,8466
range-notcovered-si_range=100,4392,4589,4602
read-only_range=1000,3502,3580,3610
read-only_range=100,16005,16729,16746
read-only_range=10,23432,24722,24764
read-only_range=16000,146,179,178
read-only_range=2000,1762,1798,1797
read-only_range=32000,80,90,90
read-only_range=4000,857,874,870
read-only_range=8000,414,420,419
scan_range=100,2500,2600,2500
delete_range=100,24300,24990,25140
insert_range=100,16083,17171,17052
read-write_range=100,16272,16858,16923
read-write_range=10,22088,23055,23083
update-index_range=100,17832,18190,18215
update-inlist_range=100,6921,7087,7058
update-nonindex_range=100,18793,19507,19355
update-one_range=100,23401,24350,24103
update-zipf_range=100,18547,19115,19119
write-only_range=10000,23757,24383,24532
