hot-points_range=100,1.00,2.56
point-query_range=100,1.02,1.08
points-covered-pk_range=100,1.03,1.07
points-covered-si_range=100,1.05,1.08
points-notcovered-pk_range=100,1.03,1.05
points-notcovered-si_range=100,1.04,1.06
random-points_range=1000,1.02,1.03
random-points_range=100,1.03,1.05
random-points_range=10,1.04,1.08
range-covered-pk_range=100,1.05,1.14
range-covered-si_range=100,1.06,1.15
range-notcovered-pk_range=100,1.03,1.02
range-notcovered-si_range=100,1.04,1.04
read-only-distinct_range=8000,0.97,0.96
read-only-order_range=8000,0.97,0.98
read-only_range=1000,1.00,0.99
read-only_range=100,1.02,1.03
read-only_range=10,1.03,1.07
read-only_range=16000,0.99,1.00
read-only_range=2000,1.00,1.01
read-only_range=32000,0.99,1.03
read-only_range=4000,0.99,0.97
read-only_range=8000,0.95,0.94
read-only-simple_range=8000,0.92,0.89
read-only-sum_range=8000,0.87,0.81
scan_range=100,1.00,1.14
delete_range=100,1.53,2.58
insert_range=100,1.08,1.18
read-write_range=100,1.02,1.07
read-write_range=10,1.05,1.11
update-index_range=100,1.29,2.54
update-inlist_range=100,1.35,1.46
update-nonindex_range=100,1.89,3.85
update-one_range=100,1.63,2.74
update-zipf_range=100,1.60,2.74
write-only_range=10000,1.20,1.57
