hot-points_range=100,1.15,2.87
point-query_range=100,1.02,1.08
points-covered-pk_range=100,1.03,1.08
points-covered-si_range=100,1.03,1.08
points-notcovered-pk_range=100,1.03,1.05
points-notcovered-si_range=100,1.03,1.06
random-points_range=1000,1.03,1.04
random-points_range=100,1.03,1.05
random-points_range=10,1.04,1.06
range-covered-pk_range=100,1.02,1.10
range-covered-si_range=100,1.04,1.12
range-notcovered-pk_range=100,1.03,1.02
range-notcovered-si_range=100,1.03,1.04
read-only-distinct_range=8000,0.98,0.97
read-only-order_range=8000,0.98,0.99
read-only_range=1000,1.00,1.00
read-only_range=100,1.02,1.04
read-only_range=10,1.03,1.06
read-only_range=16000,0.99,1.02
read-only_range=2000,1.00,1.02
read-only_range=32000,1.00,1.04
read-only_range=4000,1.00,0.99
read-only_range=8000,0.95,0.95
read-only-simple_range=8000,0.94,0.90
read-only-sum_range=8000,0.89,0.83
scan_range=100,1.01,1.15
delete_range=100,1.54,2.57
insert_range=100,1.09,1.14
read-write_range=100,1.03,1.07
read-write_range=10,1.03,1.10
update-index_range=100,1.28,2.46
update-inlist_range=100,1.32,1.46
update-nonindex_range=100,1.87,3.71
update-one_range=100,1.44,2.26
update-zipf_range=100,1.59,2.72
write-only_range=10000,1.06,1.44
