Relative to: x.pg1023_o2nofp.x10a_wm1_c32r128.pk1
col-1 : x.pg1122_o2nofp.x10a_wm1_c32r128.pk1
col-2 : x.pg174_o2nofp.x10a_wm1_c32r128.pk1

col-1	col-2
1.15	2.87	hot-points_range=100
1.02	1.08	point-query_range=100
1.03	1.08	points-covered-pk_range=100
1.03	1.08	points-covered-si_range=100
1.03	1.05	points-notcovered-pk_range=100
1.03	1.06	points-notcovered-si_range=100
1.03	1.04	random-points_range=1000
1.03	1.05	random-points_range=100
1.04	1.06	random-points_range=10
1.02	1.10	range-covered-pk_range=100
1.04	1.12	range-covered-si_range=100
1.03	1.02	range-notcovered-pk_range=100
1.03	1.04	range-notcovered-si_range=100
0.98	0.97	read-only-distinct_range=8000
0.98	0.99	read-only-order_range=8000
1.00	1.00	read-only_range=1000
1.02	1.04	read-only_range=100
1.03	1.06	read-only_range=10
0.99	1.02	read-only_range=16000
1.00	1.02	read-only_range=2000
1.00	1.04	read-only_range=32000
1.00	0.99	read-only_range=4000
0.95	0.95	read-only_range=8000
0.94	0.90	read-only-simple_range=8000
0.89	0.83	read-only-sum_range=8000
1.01	1.15	scan_range=100
1.54	2.57	delete_range=100
1.09	1.14	insert_range=100
1.03	1.07	read-write_range=100
1.03	1.10	read-write_range=10
1.28	2.46	update-index_range=100
1.32	1.46	update-inlist_range=100
1.87	3.71	update-nonindex_range=100
1.44	2.26	update-one_range=100
1.59	2.72	update-zipf_range=100
1.06	1.44	write-only_range=10000
