Relative to: x.pg1023_o2nofp.x10a_wm8_c32r128.pk1
col-1 : x.pg1122_o2nofp.x10a_wm8_c32r128.pk1
col-2 : x.pg174_o2nofp.x10a_wm8_c32r128.pk1

col-1	col-2
1.00	2.56	hot-points_range=100
1.02	1.08	point-query_range=100
1.03	1.07	points-covered-pk_range=100
1.05	1.08	points-covered-si_range=100
1.03	1.05	points-notcovered-pk_range=100
1.04	1.06	points-notcovered-si_range=100
1.02	1.03	random-points_range=1000
1.03	1.05	random-points_range=100
1.04	1.08	random-points_range=10
1.05	1.14	range-covered-pk_range=100
1.06	1.15	range-covered-si_range=100
1.03	1.02	range-notcovered-pk_range=100
1.04	1.04	range-notcovered-si_range=100
0.97	0.96	read-only-distinct_range=8000
0.97	0.98	read-only-order_range=8000
1.00	0.99	read-only_range=1000
1.02	1.03	read-only_range=100
1.03	1.07	read-only_range=10
0.99	1.00	read-only_range=16000
1.00	1.01	read-only_range=2000
0.99	1.03	read-only_range=32000
0.99	0.97	read-only_range=4000
0.95	0.94	read-only_range=8000
0.92	0.89	read-only-simple_range=8000
0.87	0.81	read-only-sum_range=8000
1.00	1.14	scan_range=100
1.53	2.58	delete_range=100
1.08	1.18	insert_range=100
1.02	1.07	read-write_range=100
1.05	1.11	read-write_range=10
1.29	2.54	update-index_range=100
1.35	1.46	update-inlist_range=100
1.89	3.85	update-nonindex_range=100
1.63	2.74	update-one_range=100
1.60	2.74	update-zipf_range=100
1.20	1.57	write-only_range=10000
