hot-points_range=100,109181,114112,289083
point-query_range=100,941163,974630,1033546
points-covered-pk_range=100,85338,87484,91174
points-covered-si_range=100,84406,87918,88897
points-notcovered-pk_range=100,68887,70686,72413
points-notcovered-si_range=100,67535,69929,70571
random-points_range=1000,7686,7832,7982
random-points_range=100,69763,71418,72984
random-points_range=10,445440,464030,473433
range-covered-pk_range=100,380871,398543,428495
range-covered-si_range=100,367048,388370,415151
range-notcovered-pk_range=100,197870,203478,202827
range-notcovered-si_range=100,154522,160771,161954
read-only-distinct_range=8000,22345,21614,21556
read-only-order_range=8000,22775,22000,22471
read-only_range=1000,87034,87128,87202
read-only_range=100,475269,490011,496700
read-only_range=10,805019,836322,869353
read-only_range=16000,4698,4626,4719
read-only_range=2000,43267,43135,44136
read-only_range=32000,2230,2199,2306
read-only_range=4000,20709,20590,20050
read-only_range=8000,9868,9318,9280
read-only-simple_range=8000,41214,38035,37151
read-only-sum_range=8000,71087,61197,56896
scan_range=100,97900,97700,112300
delete_range=100,342028,516452,887802
insert_range=100,315932,322320,360297
read-write_range=100,476772,494758,515187
read-write_range=10,678286,699437,737249
update-index_range=100,136282,174329,345377
update-inlist_range=100,82526,109998,119575
update-nonindex_range=100,115021,198931,435545
update-one_range=100,30995,58586,92687
update-zipf_range=100,155856,250377,438773
write-only_range=10000,385953,456932,605981
