50282,749.4,0.0,1,fsync=0_16K
50278,749.6,0.0,1,fsync=0_16K
24992,372.3,654.2,32,fsync=1_16K
24620,366.2,658.8,32,fsync=1_16K
50277,749.5,0.0,1,fdatasync=0_16K
50274,749.7,0.0,1,fdatasync=0_16K
50276,749.6,70.1,32,fdatasync=1_16K
50272,749.6,67.5,32,fdatasync=1_16K
384,762.9,0.0,1,fsync=0_2M
384,762.9,0.0,1,fsync=0_2M
384,763.1,33087.0,32,fsync=1_2M
384,763.0,32773.5,32,fsync=1_2M
384,762.9,0.0,1,fdatasync=0_2M
384,762.9,0.0,1,fdatasync=0_2M
384,762.9,129.8,32,fdatasync=1_2M
384,762.9,3473.6,32,fdatasync=1_2M
