cost	wa-I	wa-C	sa	ca	Nruns	Nlvls	ph	pm	rs	rn	isdom	F	L	C
79.6	37.2	55.2	1.1	0.005	5	4	85.7	84.0	132.0	2.5	False	L	L4	l:11.314:1-l:11.314:1-l:11.314:1-l:11.314:1
83.9	33.7	52.7	1.1	0.005	7	5	91.7	90.0	170.0	3.5	False	TL	T1L5	t:1:2-l:11.314:1-l:11.314:1-l:11.314:1-l:11.314:1
84.4	36.1	57.1	1.07	0.004	8	4	91.2	90.0	186.0	5.0	False	TLN	T1RLN2L4X1	t:1:3-l:32.000:2-l:32.000:1-l:16.000:1
84.6	31.4	50.4	1.12	0.005	6	4	93.1	91.0	155.0	3.5	False	LN	LNA1L4	l:9.514:2-l:19.028:1-l:9.514:1-l:9.514:1
84.6	32.7	51.7	1.1	0.005	6	4	92.8	91.0	155.0	3.5	False	LN	LNC1L4	l:11.314:2-l:11.314:1-l:11.314:1-l:11.314:1
---
78.1	52.8	71.8	1.04	0.004	6	4	79.7	79.0	143.0	3.5	False	TL	T1L4	t:1:2-l:25.398:1-l:25.398:1-l:25.398:1
