cost	wa-I	wa-C	sa	ca	Nruns	Nlvls	ph	pm	rs	rn	isdom	F	L	C
73.5	37.2	55.2	1.1	0.005	5	4	85.7	84.0	132.0	2.5	False	L	L4	l:11.314:1-l:11.314:1-l:11.314:1-l:11.314:1
76.0	31.4	50.4	1.12	0.005	6	4	93.1	91.0	155.0	3.5	False	LN	LNA1L4	l:9.514:2-l:19.028:1-l:9.514:1-l:9.514:1
76.1	33.7	52.7	1.1	0.005	7	5	91.7	90.0	170.0	3.5	False	TL	T1L5	t:1:2-l:11.314:1-l:11.314:1-l:11.314:1-l:11.314:1
76.4	32.7	51.7	1.1	0.005	6	4	92.8	91.0	155.0	3.5	False	LN	LNC1L4	l:11.314:2-l:11.314:1-l:11.314:1-l:11.314:1
77.0	28.9	46.9	1.17	0.006	6	5	97.0	94.0	158.0	2.5	False	L	L5	l:6.964:1-l:6.964:1-l:6.964:1-l:6.964:1-l:6.964:1
---
76.1	33.7	52.7	1.1	0.005	7	5	91.7	90.0	170.0	3.5	False	TL	T1L5	t:1:2-l:11.314:1-l:11.314:1-l:11.314:1-l:11.314:1
