cost	wa-I	wa-C	sa	ca	Nruns	Nlvls	ph	pm	rs	rn	isdom	F	L	C
84.2	37.2	55.2	1.1	0.005	5	4	85.7	84.0	132.0	2.5	False	L	L4	l:11.314:1-l:11.314:1-l:11.314:1-l:11.314:1
89.3	39.3	60.3	1.04	0.004	8	4	90.8	90.0	186.0	5.0	False	TLN	T1RLN2L4X0	t:1:3-l:25.398:2-l:25.398:1-l:25.398:1
89.5	36.1	57.1	1.07	0.004	8	4	91.2	90.0	186.0	5.0	False	TLN	T1RLN2L4X1	t:1:3-l:32.000:2-l:32.000:1-l:16.000:1
89.6	39.4	59.4	1.06	0.004	6	3	91.2	90.0	154.0	4.3	False	LN	LNA2L3	l:16.000:2-l:32.000:2-l:32.000:1
89.8	33.7	52.7	1.1	0.005	7	5	91.7	90.0	170.0	3.5	False	TL	T1L5	t:1:2-l:11.314:1-l:11.314:1-l:11.314:1-l:11.314:1
---
79.3	52.8	71.8	1.04	0.004	6	4	79.7	79.0	143.0	3.5	False	TL	T1L4	t:1:2-l:25.398:1-l:25.398:1-l:25.398:1
