cost	wa-I	wa-C	sa	ca	Nruns	Nlvls	ph	pm	rs	rn	isdom	F	L	C
27.7	5.7	27.7	1.5	0.01	64	4	458.6	483.0	1475.0	15.3	False	TL	T3L4	t:1:25-t:25:25-t:25:12-l:26.214:1
28.0	7.0	28.0	1.5	0.01	40	5	338.5	342.0	950.0	15.2	False	TL	T4L5	t:1:11-t:11:11-t:11:11-t:11:5-l:12.310:1
28.5	7.5	28.5	1.27	0.007	58	4	400.3	405.0	1301.0	14.3	False	TL	T3L4	t:1:25-t:25:25-t:25:6-l:26.214:1
28.9	9.9	28.9	1.25	0.007	37	5	300.6	300.0	860.0	13.8	False	TL	T4L5	t:1:11-t:11:11-t:11:11-t:11:2-l:12.310:1
29.2	6.2	29.2	1.26	0.007	162	3	721.7	756.0	3316.0	14.3	False	TL	T2L3	t:1:128-t:128:32-l:128.000:1
---
36.9	9.9	36.9	1.39	0.009	22	5	201.7	200.0	520.0	11.5	False	TLN	T1LN4L5X1	t:1:8-l:11.312:4-l:11.312:4-l:11.312:4-l:11.312:1
