162900,2428.1,0.0,1,fsync=0_16K
163200,2433.8,0.0,1,fsync=0_16K
3235,48.1,1106.7,4,fsync=1_16K
3097,46.2,1204.5,4,fsync=1_16K
163200,2433.8,0.0,1,fdatasync=0_16K
164000,2443.3,0.0,1,fdatasync=0_16K
2600,38.9,968.1,4,fdatasync=1_16K
2604,38.9,960.7,4,fdatasync=1_16K
3256,6214.1,0.0,1,fsync=0_2M
3252,6206.5,0.0,1,fsync=0_2M
768,1464.8,2836.3,4,fsync=1_2M
768,1464.8,2955.8,4,fsync=1_2M
3260,6221.8,0.0,1,fdatasync=0_2M
3052,5827.9,0.0,1,fdatasync=0_2M
1716,3279.7,964.4,4,fdatasync=1_2M
1053,2014.2,6748.0,4,fdatasync=1_2M
