43400,646.6,0.0,1,fsync=0_16K
43500,648.5,0.0,1,fsync=0_16K
1083,16.1,891.1,1,fsync=1_16K
1085,16.2,889.2,1,fsync=1_16K
43600,650.4,0.0,1,fdatasync=0_16K
43400,646.6,0.0,1,fdatasync=0_16K
2100,31.3,447.4,1,fdatasync=1_16K
2095,31.2,448.6,1,fdatasync=1_16K
2617,4992.5,0.0,1,fsync=0_2M
2360,4502.3,0.0,1,fsync=0_2M
727,1388.5,980.1,1,fsync=1_2M
753,1436.2,942.5,1,fsync=1_2M
2601,4962.0,0.0,1,fdatasync=0_2M
2624,5005.8,0.0,1,fdatasync=0_2M
1204,2297.4,449.7,1,fdatasync=1_2M
1208,2306.0,446.9,1,fdatasync=1_2M
