698195	697150	706640	698324	703332	699721	655008	703504	701357	fillseq.wal_disabled.v400
230566	230459	230339	230180	230345	229533	229836	229880	229373	readrandom.t24
143331	132348	143750	137871	132371	131477	137959	137140	132048	fwdrange.t24
226609	226027	226109	226487	225804	225103	225060	225265	225477	multireadrandom.t24
78738	78517	76288	78566	78384	78497	78281	77684	77599	revrangewhilewriting.t24
86712	86576	83997	87148	86794	86960	86988	86515	86421	fwdrangewhilewriting.t24
200451	199739	193225	200354	200477	200224	199489	199470	199526	readwhilewriting.t24
114506	114426	116125	116358	114912	118939	52900	119885	117634	overwriteandwait.t24.s0
