fillseq.wal_disabled.v400,1.01,1.01,0.99,1.00,1.01,0.99,1.01,1.00
readrandom.t24,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.99
fwdrange.t24,1.00,1.07,1.07,1.01,1.01,1.05,0.99,1.01
multireadrandom.t24,1.00,0.98,1.01,0.97,0.99,1.00,0.99,1.01
revrangewhilewriting.t24,0.98,1.01,1.01,1.01,1.00,1.00,0.99,0.95
fwdrangewhilewriting.t24,0.96,1.02,1.01,1.01,1.01,1.00,1.01,1.00
readwhilewriting.t24,1.01,1.04,1.04,1.03,1.04,1.03,1.03,1.03
overwriteandwait.t24.s0,1.01,1.01,1.01,1.01,1.02,0.83,0.96,0.96
