678268	686441	683088	671876	678601	685962	671192	683626	677867	fillseq.wal_disabled.v400
224872	225073	225065	225615	225692	224558	225207	224720	223632	readrandom.t24
135327	135442	144868	145267	136565	136663	141721	134589	137033	fwdrange.t24
220826	221188	217167	222134	214546	219093	220217	217737	222080	multireadrandom.t24
79771	77876	80341	80357	80214	79752	79819	78828	75832	revrangewhilewriting.t24
88126	84508	89520	88740	89339	89251	88508	88592	87700	fwdrangewhilewriting.t24
188507	190427	196328	195637	195055	196268	193650	194578	193489	readwhilewriting.t24
113279	114668	114263	114761	114775	115836	94053	109152	108629	overwriteandwait.t24.s0
