fillseq.wal_disabled.v400,1.01,1.01,0.98,1.00,0.98,1.00,0.99,0.99
readrandom.t24,1.00,0.99,0.97,0.97,0.96,0.96,0.95,0.97
fwdrange.t24,1.35,1.36,1.42,1.09,1.05,1.40,1.18,1.41
multireadrandom.t24,0.97,0.95,0.94,0.94,0.94,0.94,0.94,0.94
revrangewhilewriting.t24,0.99,1.00,0.99,0.99,0.98,0.98,0.98,0.97
fwdrangewhilewriting.t24,1.00,1.00,0.99,0.99,0.99,0.99,0.99,0.98
readwhilewriting.t24,1.00,0.99,0.98,0.99,0.98,0.98,0.97,0.97
overwriteandwait.t24.s0,0.97,0.95,0.96,0.98,1.01,0.99,1.00,1.00
