hot-points_range=100,1.07,1.04
point-query_range=100,1.04,1.03
points-covered-pk_range=100,1.05,1.05
points-covered-si_range=100,1.05,1.05
points-notcovered-pk_range=100,1.05,1.04
points-notcovered-si_range=100,1.04,1.04
random-points_range=1000,1.04,1.04
random-points_range=100,1.05,1.04
random-points_range=10,1.06,1.04
range-covered-pk_range=100,1.06,1.07
range-covered-si_range=100,1.07,1.08
range-notcovered-pk_range=100,1.03,1.04
range-notcovered-si_range=100,1.03,1.03
read-only_range=1000,1.01,1.01
read-only_range=100,1.02,1.02
read-only_range=10,1.03,1.03
read-only_range=16000,1.17,1.17
read-only_range=2000,1.01,1.01
read-only_range=32000,1.05,1.06
read-only_range=4000,1.01,1.01
read-only_range=8000,1.01,1.01
scan_range=100,1.00,0.99
delete_range=100,1.15,1.13
insert_range=100,1.09,1.07
read-write_range=100,1.02,1.02
read-write_range=10,1.03,1.03
update-index_range=100,1.15,1.14
update-inlist_range=100,1.21,1.19
update-nonindex_range=100,1.33,1.32
update-one_range=100,0.96,0.94
update-zipf_range=100,1.08,1.10
write-only_range=10000,1.06,1.04
