hot-points_range=100,78413,77693
point-query_range=100,895647,902931
points-covered-pk_range=100,72785,70188
points-covered-si_range=100,71088,68557
points-notcovered-pk_range=100,70894,68214
points-notcovered-si_range=100,41268,38939
random-points_range=1000,7404,7172
random-points_range=100,71157,68704
random-points_range=10,427722,419786
range-covered-pk_range=100,478870,474371
range-covered-si_range=100,486910,480142
range-notcovered-pk_range=100,448295,438664
range-notcovered-si_range=100,75524,70508
read-only-count_range=1000,151144,143681
read-only-distinct_range=1000,322661,321189
read-only-order_range=1000,436619,435093
read-only_range=10000,16289,16209
read-only_range=100,654440,656082
read-only_range=10,808601,813926
read-only-simple_range=1000,555294,549432
read-only-sum_range=1000,656492,656367
scan_range=100,5019,4844
scan.warm_range=100,5107,4825
delete_range=100,169380,146152
insert_range=100,121721,111608
read-write_range=100,534824,524624
read-write_range=10,602045,593350
update-index_range=100,94391,85144
update-inlist_range=100,45938,46380
update-nonindex_range=100,103128,94500
update-one_range=100,65566,62230
update-zipf_range=100,102873,94587
write-only_range=10000,311277,294070
