hot-points_range=100,23296,77841,59077,58734,59720
point-query_range=100,480105,940832,780465,733127,731654
points-covered-pk_range=100,23728,70666,58100,57122,57917
points-covered-si_range=100,78492,68721,58887,58612,60276
points-notcovered-pk_range=100,23917,68980,56468,55614,56398
points-notcovered-si_range=100,44523,38660,33917,33366,34132
random-points_range=1000,2336,7177,5975,5878,5968
random-points_range=100,23834,69176,56737,55939,56723
random-points_range=10,233570,414438,331213,325716,320783
range-covered-pk_range=100,514351,469362,390413,382928,373725
range-covered-si_range=100,536659,492923,426339,414873,407658
range-notcovered-pk_range=100,484703,430692,350475,340652,337278
range-notcovered-si_range=100,81235,69926,60301,58587,60051
read-only-count_range=1000,178941,151811,130830,127502,128466
read-only-distinct_range=1000,179919,326249,295388,289879,290728
read-only-order_range=1000,312220,455601,394048,384189,385803
read-only_range=10000,11393,11191,15547,15384,15459
read-only_range=100,490571,658977,553028,539147,534591
read-only_range=10,589966,811815,676326,654966,644898
read-only-simple_range=1000,523046,558172,481307,464411,465901
read-only-sum_range=1000,601740,681551,586431,564946,562732
scan_range=100,5869,5030,4311,4358,4315
scan.warm_range=100,5893,5036,4389,4306,4287
delete_range=100,76973,159708,247886,242234,236406
insert_range=100,60028,124901,120568,115568,117849
read-write_range=100,306840,504335,377210,366884,366015
read-write_range=10,322201,557975,413515,401864,399903
update-index_range=100,11255,82839,79798,79640,79553
update-inlist_range=100,21946,41748,54728,50451,51233
update-nonindex_range=100,47812,105050,108959,103634,104534
update-one_range=100,49140,63983,65916,64854,65226
update-zipf_range=100,49481,105360,108810,103617,104098
write-only_range=10000,105533,278753,271301,265140,264632
