hot-points_range=100,0.94
point-query_range=100,1.00
points-covered-pk_range=100,0.97
points-covered-si_range=100,2.21
points-notcovered-pk_range=100,0.98
points-notcovered-si_range=100,1.60
random-points_range=1000,0.95
random-points_range=100,0.98
random-points_range=10,0.98
range-covered-pk_range=100,0.99
range-covered-si_range=100,1.01
range-notcovered-pk_range=100,0.98
range-notcovered-si_range=100,0.95
read-only-count_range=1000,0.96
read-only-distinct_range=1000,0.99
read-only-order_range=1000,0.99
read-only_range=10000,0.99
read-only_range=100,0.99
read-only_range=10,0.98
read-only-simple_range=1000,0.98
read-only-sum_range=1000,0.98
scan_range=100,0.94
scan.warm_range=100,0.95
delete_range=100,1.19
insert_range=100,1.13
read-write_range=100,0.98
read-write_range=10,0.99
update-index_range=100,1.15
update-inlist_range=100,1.04
update-nonindex_range=100,1.12
update-one_range=100,1.11
update-zipf_range=100,1.11
write-only_range=10000,1.06
