Relative to: x.ma101104_rel_withdbg.z12a_c32r128.pk1
col-1 : x.ma101114_rel_withdbg.z12a_c32r128.pk1

col-1
0.94	hot-points_range=100
1.00	point-query_range=100
0.95	points-covered-pk_range=100
0.96	points-covered-si_range=100
0.96	points-notcovered-pk_range=100
0.96	points-notcovered-si_range=100
0.95	random-points_range=1000
0.95	random-points_range=100
0.97	random-points_range=10
0.99	range-covered-pk_range=100
1.01	range-covered-si_range=100
1.00	range-notcovered-pk_range=100
0.96	range-notcovered-si_range=100
1.02	read-only-count_range=1000
1.03	read-only-distinct_range=1000
1.04	read-only-order_range=1000
1.05	read-only_range=10000
1.01	read-only_range=100
1.00	read-only_range=10
1.01	read-only-simple_range=1000
1.00	read-only-sum_range=1000
0.75	scan_range=100
0.71	scan.warm_range=100
2.76	delete_range=100
2.17	insert_range=100
1.67	read-write_range=100
1.77	read-write_range=10
4.06	update-index_range=100
2.82	update-inlist_range=100
2.51	update-nonindex_range=100
1.63	update-one_range=100
2.27	update-zipf_range=100
2.42	write-only_range=10000
