hot-points_range=100,0.94
point-query_range=100,1.00
points-covered-pk_range=100,0.95
points-covered-si_range=100,0.96
points-notcovered-pk_range=100,0.96
points-notcovered-si_range=100,0.96
random-points_range=1000,0.95
random-points_range=100,0.95
random-points_range=10,0.97
range-covered-pk_range=100,0.99
range-covered-si_range=100,1.01
range-notcovered-pk_range=100,1.00
range-notcovered-si_range=100,0.96
read-only-count_range=1000,1.02
read-only-distinct_range=1000,1.03
read-only-order_range=1000,1.04
read-only_range=10000,1.05
read-only_range=100,1.01
read-only_range=10,1.00
read-only-simple_range=1000,1.01
read-only-sum_range=1000,1.00
scan_range=100,0.75
scan.warm_range=100,0.71
delete_range=100,2.76
insert_range=100,2.17
read-write_range=100,1.67
read-write_range=10,1.77
update-index_range=100,4.06
update-inlist_range=100,2.82
update-nonindex_range=100,2.51
update-one_range=100,1.63
update-zipf_range=100,2.27
write-only_range=10000,2.42
