hot-points_range=100,91040,84025
point-query_range=100,826841,851979
points-covered-pk_range=100,74946,73106
points-covered-si_range=100,72682,70392
points-notcovered-pk_range=100,72522,70722
points-notcovered-si_range=100,42341,40037
random-points_range=1000,7346,7508
random-points_range=100,72935,71228
random-points_range=10,390176,394498
range-covered-pk_range=100,389565,427848
range-covered-si_range=100,390126,433081
range-notcovered-pk_range=100,366613,399891
range-notcovered-si_range=100,77469,73936
read-only-count_range=1000,136962,138719
read-only-distinct_range=1000,310262,308930
read-only-order_range=1000,411537,407499
read-only_range=10000,20109,19894
read-only_range=100,582837,604502
read-only_range=10,702764,742265
read-only-simple_range=1000,509070,527484
read-only-sum_range=1000,602390,617782
scan_range=100,5040,4830
scan.warm_range=100,5081,4910
delete_range=100,245138,248644
insert_range=100,116372,118434
read-write_range=100,483826,495481
read-write_range=10,545272,559766
update-index_range=100,105104,107977
update-inlist_range=100,39269,37946
update-nonindex_range=100,114095,118599
update-one_range=100,73869,73856
update-zipf_range=100,114126,118355
write-only_range=10000,288485,285031
