hot-points_range=100,1.02,1.43,1.01
point-query_range=100,1.05,1.07,1.02
points-covered-pk_range=100,1.01,1.06,1.02
points-covered-si_range=100,1.00,0.98,1.00
points-notcovered-pk_range=100,1.02,1.07,1.03
points-notcovered-si_range=100,1.01,1.01,1.02
random-points_range=1000,1.02,1.07,1.03
random-points_range=100,1.02,1.06,1.03
random-points_range=10,1.00,1.05,1.02
range-covered-pk_range=100,1.00,1.01,0.98
range-covered-si_range=100,1.01,1.00,0.99
range-notcovered-pk_range=100,1.01,1.00,0.96
range-notcovered-si_range=100,1.01,1.03,1.02
read-only-count_range=1000,1.00,1.01,1.02
read-only-distinct_range=1000,1.00,1.01,0.99
read-only-order_range=1000,1.01,1.03,0.97
read-only_range=10000,0.98,0.98,0.96
read-only_range=100,1.02,1.04,1.00
read-only_range=10,1.04,1.06,1.02
read-only-simple_range=1000,1.02,1.04,0.98
read-only-sum_range=1000,1.04,1.07,1.03
scan_range=100,0.96,0.98,0.93
scan.warm_range=100,0.98,0.98,0.93
delete_range=100,1.36,1.35,1.32
insert_range=100,1.01,0.98,1.01
read-write_range=100,1.02,1.00,1.00
read-write_range=10,1.03,1.01,1.02
update-index_range=100,1.00,1.05,0.97
update-inlist_range=100,1.02,1.00,1.15
update-nonindex_range=100,1.01,1.01,1.00
update-one_range=100,1.01,1.01,1.01
update-zipf_range=100,1.00,1.01,1.00
write-only_range=10000,1.03,0.90,1.02
