hot-points_range=100,0.99
point-query_range=100,1.01
points-covered-pk_range=100,0.96
points-covered-si_range=100,0.96
points-notcovered-pk_range=100,0.96
points-notcovered-si_range=100,0.94
random-points_range=1000,0.97
random-points_range=100,0.97
random-points_range=10,0.98
range-covered-pk_range=100,0.99
range-covered-si_range=100,0.99
range-notcovered-pk_range=100,0.98
range-notcovered-si_range=100,0.93
read-only-count_range=1000,0.95
read-only-distinct_range=1000,1.00
read-only-order_range=1000,1.00
read-only_range=10000,1.00
read-only_range=100,1.00
read-only_range=10,1.01
read-only-simple_range=1000,0.99
read-only-sum_range=1000,1.00
scan_range=100,0.97
scan.warm_range=100,0.94
delete_range=100,0.86
insert_range=100,0.92
read-write_range=100,0.98
read-write_range=10,0.99
update-index_range=100,0.90
update-inlist_range=100,1.01
update-nonindex_range=100,0.92
update-one_range=100,0.95
update-zipf_range=100,0.92
write-only_range=10000,0.94
