col-1 : x.ma100408_rel_withdbg.z12a_c32r128.pk1
col-2 : x.ma100434_rel_withdbg.z12a_c32r128.pk1

col-1	col-2
91040	84025	hot-points_range=100
826841	851979	point-query_range=100
74946	73106	points-covered-pk_range=100
72682	70392	points-covered-si_range=100
72522	70722	points-notcovered-pk_range=100
42341	40037	points-notcovered-si_range=100
7346	7508	random-points_range=1000
72935	71228	random-points_range=100
390176	394498	random-points_range=10
389565	427848	range-covered-pk_range=100
390126	433081	range-covered-si_range=100
366613	399891	range-notcovered-pk_range=100
77469	73936	range-notcovered-si_range=100
136962	138719	read-only-count_range=1000
310262	308930	read-only-distinct_range=1000
411537	407499	read-only-order_range=1000
20109	19894	read-only_range=10000
582837	604502	read-only_range=100
702764	742265	read-only_range=10
509070	527484	read-only-simple_range=1000
602390	617782	read-only-sum_range=1000
5040	4830	scan_range=100
5081	4910	scan.warm_range=100
245138	248644	delete_range=100
116372	118434	insert_range=100
483826	495481	read-write_range=100
545272	559766	read-write_range=10
105104	107977	update-index_range=100
39269	37946	update-inlist_range=100
114095	118599	update-nonindex_range=100
73869	73856	update-one_range=100
114126	118355	update-zipf_range=100
288485	285031	write-only_range=10000
