hot-points_range=100,1.02
point-query_range=100,1.02
points-covered-pk_range=100,0.94
points-covered-si_range=100,1.12
points-notcovered-pk_range=100,0.95
points-notcovered-si_range=100,0.94
random-points_range=1000,0.95
random-points_range=100,0.94
random-points_range=10,0.95
range-covered-pk_range=100,1.02
range-covered-si_range=100,1.05
range-notcovered-pk_range=100,1.02
range-notcovered-si_range=100,0.96
read-only-count_range=1000,1.08
read-only-distinct_range=1000,1.02
read-only-order_range=1000,1.03
read-only_range=10000,1.03
read-only_range=100,1.02
read-only_range=10,1.02
read-only-simple_range=1000,1.02
read-only-sum_range=1000,1.04
scan_range=100,1.05
scan.warm_range=100,1.03
delete_range=100,0.98
insert_range=100,0.96
read-write_range=100,1.22
read-write_range=10,1.23
update-index_range=100,0.70
update-inlist_range=100,1.05
update-nonindex_range=100,0.96
update-one_range=100,1.03
update-zipf_range=100,0.97
write-only_range=10000,1.24
