hot-points_range=100,76583,78407
point-query_range=100,826837,840361
points-covered-pk_range=100,31357,29498
points-covered-si_range=100,66830,74922
points-notcovered-pk_range=100,31123,29438
points-notcovered-si_range=100,22008,20777
random-points_range=1000,3152,2997
random-points_range=100,31296,29464
random-points_range=10,306323,291625
range-covered-pk_range=100,424738,435345
range-covered-si_range=100,420508,442669
range-notcovered-pk_range=100,399737,405975
range-notcovered-si_range=100,28810,27666
read-only-count_range=1000,148781,160165
read-only-distinct_range=1000,314944,322273
read-only-order_range=1000,416839,429806
read-only_range=10000,20518,21087
read-only_range=100,601471,614430
read-only_range=10,726127,743065
read-only-simple_range=1000,525588,537670
read-only-sum_range=1000,625105,652017
scan_range=100,5242,5504
scan.warm_range=100,5256,5402
delete_range=100,262334,255851
insert_range=100,114315,110248
read-write_range=100,420854,513118
read-write_range=10,457098,562526
update-index_range=100,84365,58725
update-inlist_range=100,26524,27892
update-nonindex_range=100,120393,116054
update-one_range=100,79589,82324
update-zipf_range=100,121012,117434
write-only_range=10000,194117,240363
