col-1 : x.ma100605_rel_withdbg.z12a_c32r128.pk1
col-2 : x.ma100623_rel_withdbg.z12a_c32r128.pk1

col-1	col-2
76583	78407	hot-points_range=100
826837	840361	point-query_range=100
31357	29498	points-covered-pk_range=100
66830	74922	points-covered-si_range=100
31123	29438	points-notcovered-pk_range=100
22008	20777	points-notcovered-si_range=100
3152	2997	random-points_range=1000
31296	29464	random-points_range=100
306323	291625	random-points_range=10
424738	435345	range-covered-pk_range=100
420508	442669	range-covered-si_range=100
399737	405975	range-notcovered-pk_range=100
28810	27666	range-notcovered-si_range=100
148781	160165	read-only-count_range=1000
314944	322273	read-only-distinct_range=1000
416839	429806	read-only-order_range=1000
20518	21087	read-only_range=10000
601471	614430	read-only_range=100
726127	743065	read-only_range=10
525588	537670	read-only-simple_range=1000
625105	652017	read-only-sum_range=1000
5242	5504	scan_range=100
5256	5402	scan.warm_range=100
262334	255851	delete_range=100
114315	110248	insert_range=100
420854	513118	read-write_range=100
457098	562526	read-write_range=10
84365	58725	update-index_range=100
26524	27892	update-inlist_range=100
120393	116054	update-nonindex_range=100
79589	82324	update-one_range=100
121012	117434	update-zipf_range=100
194117	240363	write-only_range=10000
