col-1 : x.pg176_o2nofp.x10a_c32r128.pk1
col-2 : x.pg177_o2nofp.x10a_c32r128.pk1

col-1	col-2
285257	272931	hot-points_range=100
1063903	1021824	point-query_range=100
92119	90423	points-covered-pk_range=100
90560	90686	points-covered-si_range=100
72832	71278	points-notcovered-pk_range=100
71194	70726	points-notcovered-si_range=100
8019	7924	random-points_range=1000
73772	72313	random-points_range=100
477777	465705	random-points_range=10
411963	395271	range-covered-pk_range=100
410318	389540	range-covered-si_range=100
191663	185424	range-notcovered-pk_range=100
162612	157638	range-notcovered-si_range=100
28426	29172	read-only-count_range=1000
165594	162812	read-only-distinct_range=1000
172183	170597	read-only-order_range=1000
6905	7187	read-only_range=10000
483121	460605	read-only_range=100
859299	830424	read-only_range=10
236433	232699	read-only-simple_range=1000
289371	291123	read-only-sum_range=1000
2817	2512	scan_range=100
2814	2509	scan.warm_range=100
599053	878922	delete_range=100
275765	346537	insert_range=100
494594	478068	read-write_range=100
740112	715422	read-write_range=10
346972	331125	update-index_range=100
121617	121840	update-inlist_range=100
425755	424105	update-nonindex_range=100
93087	91327	update-one_range=100
421658	418549	update-zipf_range=100
608135	588663	write-only_range=10000
