Relative to: x.pg1514_o2nofp.x10a_c32r128.pk1
col-1 : x.pg1515_o2nofp.x10a_c32r128.pk1

col-1
0.92	hot-points_range=100
0.95	point-query_range=100
0.99	points-covered-pk_range=100
0.96	points-covered-si_range=100
0.99	points-notcovered-pk_range=100
0.97	points-notcovered-si_range=100
0.99	random-points_range=1000
0.99	random-points_range=100
0.99	random-points_range=10
0.97	range-covered-pk_range=100
0.97	range-covered-si_range=100
0.98	range-notcovered-pk_range=100
0.98	range-notcovered-si_range=100
1.00	read-only-count_range=1000
1.00	read-only-distinct_range=1000
0.99	read-only-order_range=1000
0.99	read-only_range=10000
0.98	read-only_range=100
0.97	read-only_range=10
0.98	read-only-simple_range=1000
1.00	read-only-sum_range=1000
1.06	scan_range=100
1.04	scan.warm_range=100
0.97	delete_range=100
0.96	insert_range=100
0.98	read-write_range=100
0.98	read-write_range=10
0.98	update-index_range=100
0.99	update-inlist_range=100
0.96	update-nonindex_range=100
0.89	update-one_range=100
0.97	update-zipf_range=100
0.98	write-only_range=10000
