col-1 : x.pg1514_o2nofp.x10a_c32r128.pk1
col-2 : x.pg1515_o2nofp.x10a_c32r128.pk1

col-1	col-2
113698	104097	hot-points_range=100
1047137	999987	point-query_range=100
92676	91722	points-covered-pk_range=100
93243	89525	points-covered-si_range=100
73170	72526	points-notcovered-pk_range=100
72674	70706	points-notcovered-si_range=100
8123	8008	random-points_range=1000
74186	73380	random-points_range=100
476318	472402	random-points_range=10
416516	404412	range-covered-pk_range=100
413406	401385	range-covered-si_range=100
192675	189485	range-notcovered-pk_range=100
162734	159552	range-notcovered-si_range=100
29915	29793	read-only-count_range=1000
166330	165946	read-only-distinct_range=1000
170754	169118	read-only-order_range=1000
7178	7122	read-only_range=10000
470566	462280	read-only_range=100
848572	821044	read-only_range=10
241249	236785	read-only-simple_range=1000
299461	298493	read-only-sum_range=1000
2626	2776	scan_range=100
2659	2762	scan.warm_range=100
760099	734089	delete_range=100
343936	330549	insert_range=100
483570	472737	read-write_range=100
722768	708302	read-write_range=10
210042	206539	update-index_range=100
115798	114574	update-inlist_range=100
257782	248688	update-nonindex_range=100
75789	67432	update-one_range=100
292912	284816	update-zipf_range=100
518836	507060	write-only_range=10000
