Relative to: x.pg1419_o2nofp.x10a_c32r128.pk1
col-1 : x.pg1420_o2nofp.x10a_c32r128.pk1

col-1
1.03	hot-points_range=100
0.96	point-query_range=100
1.02	points-covered-pk_range=100
1.01	points-covered-si_range=100
1.01	points-notcovered-pk_range=100
1.00	points-notcovered-si_range=100
1.02	random-points_range=1000
1.01	random-points_range=100
0.98	random-points_range=10
0.97	range-covered-pk_range=100
0.98	range-covered-si_range=100
0.98	range-notcovered-pk_range=100
0.99	range-notcovered-si_range=100
1.01	read-only-count_range=1000
1.00	read-only-distinct_range=1000
0.99	read-only-order_range=1000
1.00	read-only_range=10000
0.98	read-only_range=100
0.97	read-only_range=10
0.99	read-only-simple_range=1000
0.99	read-only-sum_range=1000
1.01	scan_range=100
1.01	scan.warm_range=100
0.97	delete_range=100
0.98	insert_range=100
0.98	read-write_range=100
0.96	read-write_range=10
0.99	update-index_range=100
0.99	update-inlist_range=100
0.98	update-nonindex_range=100
1.09	update-one_range=100
1.01	update-zipf_range=100
0.99	write-only_range=10000
