hot-points_range=100,0.96
point-query_range=100,0.96
points-covered-pk_range=100,0.98
points-covered-si_range=100,1.00
points-notcovered-pk_range=100,0.98
points-notcovered-si_range=100,0.99
random-points_range=1000,0.99
random-points_range=100,0.98
random-points_range=10,0.97
range-covered-pk_range=100,0.96
range-covered-si_range=100,0.95
range-notcovered-pk_range=100,0.97
range-notcovered-si_range=100,0.97
read-only-count_range=1000,1.03
read-only-distinct_range=1000,0.98
read-only-order_range=1000,0.99
read-only_range=10000,1.04
read-only_range=100,0.95
read-only_range=10,0.97
read-only-simple_range=1000,0.98
read-only-sum_range=1000,1.01
scan_range=100,0.89
scan.warm_range=100,0.89
delete_range=100,1.47
insert_range=100,1.26
read-write_range=100,0.97
read-write_range=10,0.97
update-index_range=100,0.95
update-inlist_range=100,1.00
update-nonindex_range=100,1.00
update-one_range=100,0.98
update-zipf_range=100,0.99
write-only_range=10000,0.97
