hot-points_range=100,0.96
point-query_range=100,0.97
points-covered-pk_range=100,1.00
points-covered-si_range=100,0.98
points-notcovered-pk_range=100,1.00
points-notcovered-si_range=100,0.99
random-points_range=1000,1.00
random-points_range=100,0.99
random-points_range=10,0.98
range-covered-pk_range=100,0.98
range-covered-si_range=100,0.98
range-notcovered-pk_range=100,0.98
range-notcovered-si_range=100,0.99
read-only-count_range=1000,1.02
read-only-distinct_range=1000,0.99
read-only-order_range=1000,0.99
read-only_range=10000,0.99
read-only_range=100,0.98
read-only_range=10,0.98
read-only-simple_range=1000,0.98
read-only-sum_range=1000,1.00
scan_range=100,0.99
scan.warm_range=100,0.99
delete_range=100,0.99
insert_range=100,0.97
read-write_range=100,0.99
read-write_range=10,0.97
update-index_range=100,0.94
update-inlist_range=100,0.99
update-nonindex_range=100,0.97
update-one_range=100,0.89
update-zipf_range=100,0.97
write-only_range=10000,0.97
