Relative to: x.pg176_o2nofp.x10a_c32r128.pk1
col-1 : x.pg177_o2nofp.x10a_c32r128.pk1

col-1
0.96	hot-points_range=100
0.96	point-query_range=100
0.98	points-covered-pk_range=100
1.00	points-covered-si_range=100
0.98	points-notcovered-pk_range=100
0.99	points-notcovered-si_range=100
0.99	random-points_range=1000
0.98	random-points_range=100
0.97	random-points_range=10
0.96	range-covered-pk_range=100
0.95	range-covered-si_range=100
0.97	range-notcovered-pk_range=100
0.97	range-notcovered-si_range=100
1.03	read-only-count_range=1000
0.98	read-only-distinct_range=1000
0.99	read-only-order_range=1000
1.04	read-only_range=10000
0.95	read-only_range=100
0.97	read-only_range=10
0.98	read-only-simple_range=1000
1.01	read-only-sum_range=1000
0.89	scan_range=100
0.89	scan.warm_range=100
1.47	delete_range=100
1.26	insert_range=100
0.97	read-write_range=100
0.97	read-write_range=10
0.95	update-index_range=100
1.00	update-inlist_range=100
1.00	update-nonindex_range=100
0.98	update-one_range=100
0.99	update-zipf_range=100
0.97	write-only_range=10000
