hot-points_range=100,0.92
point-query_range=100,0.95
points-covered-pk_range=100,0.99
points-covered-si_range=100,0.96
points-notcovered-pk_range=100,0.99
points-notcovered-si_range=100,0.97
random-points_range=1000,0.99
random-points_range=100,0.99
random-points_range=10,0.99
range-covered-pk_range=100,0.97
range-covered-si_range=100,0.97
range-notcovered-pk_range=100,0.98
range-notcovered-si_range=100,0.98
read-only-count_range=1000,1.00
read-only-distinct_range=1000,1.00
read-only-order_range=1000,0.99
read-only_range=10000,0.99
read-only_range=100,0.98
read-only_range=10,0.97
read-only-simple_range=1000,0.98
read-only-sum_range=1000,1.00
scan_range=100,1.06
scan.warm_range=100,1.04
delete_range=100,0.97
insert_range=100,0.96
read-write_range=100,0.98
read-write_range=10,0.98
update-index_range=100,0.98
update-inlist_range=100,0.99
update-nonindex_range=100,0.96
update-one_range=100,0.89
update-zipf_range=100,0.97
write-only_range=10000,0.98
