Relative to: x.pg1610_o2nofp.x10a_c32r128.pk1
col-1 : x.pg1611_o2nofp.x10a_c32r128.pk1

col-1
1.01	hot-points_range=100
0.94	point-query_range=100
0.99	points-covered-pk_range=100
1.00	points-covered-si_range=100
0.99	points-notcovered-pk_range=100
1.00	points-notcovered-si_range=100
0.99	random-points_range=1000
0.99	random-points_range=100
0.97	random-points_range=10
0.98	range-covered-pk_range=100
0.98	range-covered-si_range=100
1.00	range-notcovered-pk_range=100
1.03	range-notcovered-si_range=100
1.00	read-only-count_range=1000
0.99	read-only-distinct_range=1000
1.00	read-only-order_range=1000
1.00	read-only_range=10000
0.98	read-only_range=100
0.95	read-only_range=10
1.00	read-only-simple_range=1000
0.99	read-only-sum_range=1000
0.90	scan_range=100
0.90	scan.warm_range=100
0.98	delete_range=100
0.96	insert_range=100
0.98	read-write_range=100
0.97	read-write_range=10
0.99	update-index_range=100
0.98	update-inlist_range=100
1.01	update-nonindex_range=100
1.04	update-one_range=100
0.99	update-zipf_range=100
0.98	write-only_range=10000
