Relative to: x.pg1322_o2nofp.x10a_c32r128.pk1
col-1 : x.pg1323_o2nofp.x10a_c32r128.pk1

col-1
0.97	hot-points_range=100
0.97	point-query_range=100
1.01	points-covered-pk_range=100
1.00	points-covered-si_range=100
1.01	points-notcovered-pk_range=100
1.00	points-notcovered-si_range=100
1.01	random-points_range=1000
1.01	random-points_range=100
0.99	random-points_range=10
1.00	range-covered-pk_range=100
1.00	range-covered-si_range=100
0.98	range-notcovered-pk_range=100
0.97	range-notcovered-si_range=100
1.03	read-only-count_range=1000
1.01	read-only-distinct_range=1000
1.00	read-only-order_range=1000
1.00	read-only_range=10000
0.98	read-only_range=100
0.97	read-only_range=10
0.99	read-only-simple_range=1000
1.02	read-only-sum_range=1000
0.99	scan_range=100
1.00	scan.warm_range=100
0.98	delete_range=100
0.99	insert_range=100
0.99	read-write_range=100
0.99	read-write_range=10
0.98	update-index_range=100
0.99	update-inlist_range=100
1.00	update-nonindex_range=100
1.06	update-one_range=100
1.01	update-zipf_range=100
0.94	write-only_range=10000
