hot-points_range=100,285257,272931
point-query_range=100,1063903,1021824
points-covered-pk_range=100,92119,90423
points-covered-si_range=100,90560,90686
points-notcovered-pk_range=100,72832,71278
points-notcovered-si_range=100,71194,70726
random-points_range=1000,8019,7924
random-points_range=100,73772,72313
random-points_range=10,477777,465705
range-covered-pk_range=100,411963,395271
range-covered-si_range=100,410318,389540
range-notcovered-pk_range=100,191663,185424
range-notcovered-si_range=100,162612,157638
read-only-count_range=1000,28426,29172
read-only-distinct_range=1000,165594,162812
read-only-order_range=1000,172183,170597
read-only_range=10000,6905,7187
read-only_range=100,483121,460605
read-only_range=10,859299,830424
read-only-simple_range=1000,236433,232699
read-only-sum_range=1000,289371,291123
scan_range=100,2817,2512
scan.warm_range=100,2814,2509
delete_range=100,599053,878922
insert_range=100,275765,346537
read-write_range=100,494594,478068
read-write_range=10,740112,715422
update-index_range=100,346972,331125
update-inlist_range=100,121617,121840
update-nonindex_range=100,425755,424105
update-one_range=100,93087,91327
update-zipf_range=100,421658,418549
write-only_range=10000,608135,588663
