ops_sec	mb_sec	lsm_sz	blob_sz	c_wgb	w_amp	c_mbps	c_wsecs	c_csecs	b_rgb	b_wgb	usec_op	p50	p99	p99.9	p99.99	pmax	uptime	stall%	Nstall	u_cpu	s_cpu	rss	test	date	version	job_id	githash
1181176	473.1	439GB	0GB	546.5	1.2	330.5	3489	3424	0	0	0.8	0.5	2	7	979	44385	1693	19.0	14157	5.3	0.5	6.2	fillseq.wal_disabled.v400	2023-10-3T13:42:12	8.0.0		fdf403f591
1209000	484.3	439GB	0GB	489.3	1.1	302.9	3147	3084	0	0	0.8	0.5	2	7	955	55491	1654	18.7		5.0	0.4	5.6	fillseq.wal_disabled.v400	2023-10-3T18:00:54	8.1.1		7d2d9518fb
1211145	485.1	439GB	0GB	475.7	1.1	295.0	3076	3015	0	0	0.8	0.5	2	7	988	36000	1651	20.4		5.0	0.4	5.5	fillseq.wal_disabled.v400	2023-10-3T22:18:40	8.2.1		fc239292ef
1191210	477.1	439GB	0GB	487.9	1.1	297.6	3176	3114	0	0	0.8	0.5	2	7	976	46763	1679	19.5		5.1	0.4	5.6	fillseq.wal_disabled.v400	2023-10-4T02:36:28	8.3.3		791a7fe402
1219758	488.6	439GB	0GB	478.7	1.1	299.0	3080	3016	0	0	0.8	0.5	2	6	941	44642	1640	18.2		5.0	0.4	5.5	fillseq.wal_disabled.v400	2023-10-13T14:21:59	8.4.4		ffcfbaa584
1211725	485.3	439GB	0GB	478.6	1.1	296.9	3110	3047	0	0	0.8	0.5	2	6	966	56239	1650	19.0		5.0	0.4	5.5	fillseq.wal_disabled.v400	2023-10-13T18:39:28	8.5.4		145a50ba00
1213909	486.2	439GB	0GB	487.2	1.1	302.8	3135	3072	0	0	0.8	0.5	2	6	966	51565	1648	19.2		5.0	0.4	5.6	fillseq.wal_disabled.v400	2023-10-13T22:57:02	8.6.7		cb7a5e02ed
1221418	489.2	439GB	0GB	454.5	1.1	284.2	2987	2928	0	0	0.8	0.5	2	6	925	37254	1637	17.6		4.9	0.4	5.3	fillseq.wal_disabled.v400	2023-11-8T23:22:37	8.7.3		596718ba99
1236543	495.3	439GB	0GB	441.8	1.1	279.7	2882	2822	0	0	0.8	0.5	2	6	914	51622	1617	17.6		4.9	0.4	5.1	fillseq.wal_disabled.v400	2023-11-10T00:08:29	8.7.3		596718ba99
1202154	481.5	439GB	0GB	502.0	1.2	309.0	3242	3173	0	0	0.8	0.5	2	6	956	35996	1664	18.5		5.1	0.4	5.7	fillseq.wal_disabled.v400	2023-11-9T03:40:21	8.8.0		4d706dc4db
1185791	475.0	439GB	0GB	532.2	1.2	323.1	3426	3360	0	0	0.8	0.5	2	7	981	37557	1687	19.1		5.2	0.5	6.0	fillseq.wal_disabled.v400	2023-11-10T04:26:20	8.8.0		4d706dc4db

