1875924	1889879	1792193	1811321	1735347	1783777	1713946	1697861	1729423	1710591	1749153	1730334	1748073	1744378	1694891	1671040	fillseq.wal_disabled.v400
1312031	1215280	1307871	1261312	1215229	1158296	1168032	1146741	1173957	1227258	1216518	1319792	1308374	1306463	1213889	1215757	readrandom.t8
424850	470942	404631	395933	389912	381245	364066	377463	398321	390859	388092	399665	395741	387028	365222	376308	fwdrange.t8
1289649	1227290	1312034	1258809	1192856	1160362	1156189	1164189	1185081	1228446	1222057	1260935	1246585	1254505	1153671	1161442	multireadrandom.t8
226121	217826	229116	222576	215933	208604	213778	208552	212045	198904	198484	208218	206730	207246	190581	191476	revrangewhilewriting.t8
295255	279831	298839	292268	276703	266382	271785	266296	253817	259002	256641	275808	274018	272242	249721	251657	fwdrangewhilewriting.t8
800677	732630	786697	780942	739491	710098	722603	713685	734104	744582	740158	807284	803708	802112	743882	740960	readwhilewriting.t8
263060	195430	191327	295273	287707	285183	289181	289731	291362	287809	289475	292971	302354	294430	293626	295596	overwriteandwait.t8.s0
