fillseq.wal_disabled.v400,1.02,1.03,1.01,1.03,1.03,1.03,1.03,1.05,1.02,1.00
readrandom.t8,1.00,1.00,1.00,0.98,0.98,0.96,0.99,1.00,0.99,0.99
fwdrange.t8,1.01,1.03,1.00,1.00,0.98,0.95,1.00,0.99,1.01,0.98
multireadrandom.t8,1.00,1.00,1.00,0.99,0.99,0.97,1.02,0.99,1.01,1.01
revrangewhilewriting.t8,1.00,1.00,1.00,0.99,1.00,0.95,1.02,1.00,0.99,0.99
fwdrangewhilewriting.t8,1.00,1.00,1.00,1.00,1.03,0.97,1.02,1.02,1.02,1.01
readwhilewriting.t8,1.00,1.00,1.00,0.99,0.98,0.98,1.02,0.99,0.98,1.00
overwriteandwait.t8.s0,0.99,0.97,0.98,1.00,1.00,0.55,0.98,0.97,0.97,0.99
