fillseq.wal_disabled.v400,1.00,1.00,1.02,1.04,1.04,1.01,0.99,1.02,1.00,1.01,1.03,1.01,1.02,0.97,0.91,0.85,0.81,0.77
readrandom.t8,1.03,0.99,1.03,1.02,1.02,0.99,1.02,1.01,1.02,0.99,1.00,1.00,1.01,1.03,0.98,1.03,1.01,1.02
fwdrange.t8,1.05,1.01,1.03,0.99,1.03,1.01,1.03,1.01,1.04,1.03,1.03,1.04,1.03,1.04,1.05,1.07,1.06,1.01
multireadrandom.t8,1.02,1.00,0.99,1.00,1.02,0.96,1.02,1.00,0.99,0.98,1.00,1.01,0.99,0.99,1.01,1.02,1.00,1.00
revrangewhilewriting.t8,1.02,0.99,0.49,0.96,1.02,1.00,1.01,0.99,1.03,1.02,0.99,1.01,0.99,1.01,1.02,1.05,1.02,1.07
fwdrangewhilewriting.t8,1.02,1.01,0.47,1.00,1.00,1.01,1.03,0.98,1.02,1.00,1.02,1.01,0.98,1.03,1.03,1.04,1.01,1.01
readwhilewriting.t8,1.03,1.04,0.50,0.99,1.00,1.03,1.01,1.01,1.03,1.03,1.02,1.03,1.01,1.02,1.01,1.01,0.98,1.02
overwrite.t8.s0,0.98,1.00,0.96,1.02,1.09,1.09,1.09,1.09,1.07,1.10,1.06,1.06,1.07,1.05,1.07,1.03,1.04,0.91
