1280306	1087674	1179010	1009524	1099137	1078559	1119641	1053724	1121966	1120772	1114648	991307	1013299	1030529	685199	664349	684785	680881	704884	708284	676794	719295	785240	744137	740098	746902	744437	723056	744437	695925	fillseq.wal_disabled.v400
45074	44237	46188	45188	45429	46237	44949	45248	45048	45487	46132	45995	45363	45382	45297	45573	45940	45070	45557	44914	45595	45291	45514	45451	45342	45432	45382	45295	45518	45311	readrandom.t8
28004	28520	29537	28994	28997	28740	28298	29273	28755	28978	29039	28454	28678	28855	28591	28806	29018	28734	29019	28374	28675	28490	28832	28654	28967	28330	28687	28352	28810	28726	fwdrange.t8
45144	45465	46188	45069	44303	44882	46213	46121	45793	45432	46103	43837	45292	45437	45274	45747	45738	45191	45454	44637	45494	45186	45414	45418	45193	44917	45388	45127	45506	45449	multireadrandom.t8
14703	15219	14488	15316	14847	14216	15123	14752	14438	14274	14109	13949	14089	14178	14192	14661	13958	13793	13983	14951	14823	14789	16399	16563	16244	14766	15069	15025	15099	15268	revrangewhilewriting.t8
15752	15947	15819	15881	15559	15699	15900	15976	15905	15626	15830	15725	15751	15701	15463	15515	15381	15211	15657	15575	15372	15432	17243	17376	17228	15629	15729	15641	15744	15839	fwdrangewhilewriting.t8
41043	40811	40594	40691	39639	39543	39902	40213	40680	39439	39870	40093	39680	39761	39764	39537	39737	39634	39686	39985	39254	39917	40828	40618	40668	40377	40295	40130	40474	40401	readwhilewriting.t8
129615	135317	133016	105265	99428	100272	99663	95889	97901	99417	93149	96890	124224	122690	138720	138143	139190	135649	119356	131753	135435	129225	157194	128610	117487	132741	131398	115626	129262	overwriteandwait.t8.s0
